CCAA de destino,Países,Trimestre,Total gasto,Total turistas,Dias estancia media
Canarias,Corea,2020T4,"57167,93","30,00","3,43"
Canarias,Corea,2020T3,"61571,36","0,00","0,00"
Canarias,Corea,2020T2,"0,00","0,00","0,00"
Canarias,Corea,2020T1,"330372,09","278,00","6,77"
Canarias,Emiratos Árabes Unidos,2023T2,"1163160,92","684,00","6,27"
Canarias,Emiratos Árabes Unidos,2023T1,"991436,15","691,00","7,50"
Canarias,Emiratos Árabes Unidos,2022T4,"1035956,68","716,00","6,67"
Canarias,Emiratos Árabes Unidos,2022T3,"1392744,19","633,00","7,43"
Canarias,Emiratos Árabes Unidos,2022T2,"851095,80","479,00","6,00"
Canarias,Emiratos Árabes Unidos,2022T1,"646162,46","449,00","6,97"
Canarias,Emiratos Árabes Unidos,2021T4,"617520,97","306,00","5,40"
Canarias,Emiratos Árabes Unidos,2021T3,"1036858,88","437,00","7,27"
Canarias,Emiratos Árabes Unidos,2021T2,"245976,54","189,00","6,83"
Canarias,Emiratos Árabes Unidos,2021T1,"147174,52","175,00","8,07"
Canarias,Emiratos Árabes Unidos,2020T4,"284995,86","207,00","8,00"
Canarias,Emiratos Árabes Unidos,2020T3,"354037,84","209,00","8,80"
Canarias,Emiratos Árabes Unidos,2020T2,"0,00","0,00","0,00"
Canarias,Emiratos Árabes Unidos,2020T1,"611676,99","318,00","6,80"
Canarias,Japón,2023T2,"322200,27","770,00","7,50"
Canarias,Japón,2023T1,"0,00","675,00","7,27"
Canarias,Japón,2022T4,"388292,61","1089,00","6,63"
Canarias,Japón,2022T3,"357368,15","511,00","8,30"
Canarias,Japón,2022T2,"233409,65","569,00","8,97"
Canarias,Japón,2022T1,"217469,97","240,00","9,37"
Canarias,Japón,2021T4,"247724,80","325,00","5,37"
Canarias,Japón,2021T3,"150029,30","234,00","6,97"
Canarias,Japón,2021T2,"55042,35","65,00","4,60"
Canarias,Japón,2021T1,"50318,30","99,00","8,27"
Canarias,Japón,2020T4,"72440,98","228,00","8,50"
Canarias,Japón,2020T3,"59725,20","166,00","8,77"
Canarias,Japón,2020T2,"0,00","70,00","6,03"
Canarias,Japón,2020T1,"372657,59","637,00","9,70"
Canarias,Turquía,2023T2,"656487,93","733,00","5,00"
Canarias,Turquía,2023T1,"789519,66","803,00","5,50"
Canarias,Turquía,2022T4,"742166,07","1060,00","5,13"
Canarias,Turquía,2022T3,"278536,51","572,00","5,10"
Canarias,Turquía,2022T2,"280408,92","687,00","4,87"
Canarias,Turquía,2022T1,"222424,15","594,00","6,13"
Canarias,Turquía,2021T4,"141132,46","549,00","4,93"
Canarias,Turquía,2021T3,"181052,69","302,00","3,90"
Canarias,Turquía,2021T2,"86183,82","223,00","4,23"
Canarias,Turquía,2021T1,"53486,35","265,00","5,57"
Canarias,Turquía,2020T4,"73544,06","316,00","4,87"
Canarias,Turquía,2020T3,"114019,65","200,00","5,20"
Canarias,Turquía,2020T2,"0,00","231,00","4,97"
Canarias,Turquía,2020T1,"206335,64","501,00","5,00"
