RESIDENCIA/ORIGEN;Continentes;Países;CCAA de destino;Concepto turístico;Periodo;Total
Total;Europa;Moldavia;Balears, Illes;Turistas;2022M12;58
Total;Europa;Moldavia;Balears, Illes;Turistas;2022M11;75
Total;Europa;Moldavia;Balears, Illes;Turistas;2022M10;161
Total;Europa;Moldavia;Balears, Illes;Turistas;2022M09;235
Total;Europa;Moldavia;Balears, Illes;Turistas;2022M08;200
Total;Europa;Moldavia;Balears, Illes;Turistas;2022M07;369
Total;Europa;Moldavia;Balears, Illes;Turistas;2022M06;249
Total;Europa;Moldavia;Balears, Illes;Turistas;2022M05;120
Total;Europa;Moldavia;Balears, Illes;Turistas;2022M04;78
Total;Europa;Moldavia;Balears, Illes;Turistas;2022M03;36
Total;Europa;Moldavia;Balears, Illes;Turistas;2022M02;.
Total;Europa;Moldavia;Balears, Illes;Turistas;2022M01;31
Total;Europa;Moldavia;Balears, Illes;Pernoctaciones;2022M12;568
Total;Europa;Moldavia;Balears, Illes;Pernoctaciones;2022M11;450
Total;Europa;Moldavia;Balears, Illes;Pernoctaciones;2022M10;869
Total;Europa;Moldavia;Balears, Illes;Pernoctaciones;2022M09;1.387
Total;Europa;Moldavia;Balears, Illes;Pernoctaciones;2022M08;1.480
Total;Europa;Moldavia;Balears, Illes;Pernoctaciones;2022M07;2.694
Total;Europa;Moldavia;Balears, Illes;Pernoctaciones;2022M06;1.295
Total;Europa;Moldavia;Balears, Illes;Pernoctaciones;2022M05;756
Total;Europa;Moldavia;Balears, Illes;Pernoctaciones;2022M04;507
Total;Europa;Moldavia;Balears, Illes;Pernoctaciones;2022M03;277
Total;Europa;Moldavia;Balears, Illes;Pernoctaciones;2022M02;.
Total;Europa;Moldavia;Balears, Illes;Pernoctaciones;2022M01;264
Total;Europa;Moldavia;Balears, Illes;Duración media de los viajes;2022M12;9,8
Total;Europa;Moldavia;Balears, Illes;Duración media de los viajes;2022M11;6,0
Total;Europa;Moldavia;Balears, Illes;Duración media de los viajes;2022M10;5,4
Total;Europa;Moldavia;Balears, Illes;Duración media de los viajes;2022M09;5,9
Total;Europa;Moldavia;Balears, Illes;Duración media de los viajes;2022M08;7,4
Total;Europa;Moldavia;Balears, Illes;Duración media de los viajes;2022M07;7,3
Total;Europa;Moldavia;Balears, Illes;Duración media de los viajes;2022M06;5,2
Total;Europa;Moldavia;Balears, Illes;Duración media de los viajes;2022M05;6,3
Total;Europa;Moldavia;Balears, Illes;Duración media de los viajes;2022M04;6,5
Total;Europa;Moldavia;Balears, Illes;Duración media de los viajes;2022M03;7,7
Total;Europa;Moldavia;Balears, Illes;Duración media de los viajes;2022M02;.
Total;Europa;Moldavia;Balears, Illes;Duración media de los viajes;2022M01;8,5
Total;Europa;Moldavia;Canarias;Turistas;2022M12;173
Total;Europa;Moldavia;Canarias;Turistas;2022M11;194
Total;Europa;Moldavia;Canarias;Turistas;2022M10;220
Total;Europa;Moldavia;Canarias;Turistas;2022M09;158
Total;Europa;Moldavia;Canarias;Turistas;2022M08;75
Total;Europa;Moldavia;Canarias;Turistas;2022M07;171
Total;Europa;Moldavia;Canarias;Turistas;2022M06;164
Total;Europa;Moldavia;Canarias;Turistas;2022M05;110
Total;Europa;Moldavia;Canarias;Turistas;2022M04;86
Total;Europa;Moldavia;Canarias;Turistas;2022M03;86
Total;Europa;Moldavia;Canarias;Turistas;2022M02;79
Total;Europa;Moldavia;Canarias;Turistas;2022M01;103
Total;Europa;Moldavia;Canarias;Pernoctaciones;2022M12;1.110
Total;Europa;Moldavia;Canarias;Pernoctaciones;2022M11;1.335
Total;Europa;Moldavia;Canarias;Pernoctaciones;2022M10;1.519
Total;Europa;Moldavia;Canarias;Pernoctaciones;2022M09;983
Total;Europa;Moldavia;Canarias;Pernoctaciones;2022M08;668
Total;Europa;Moldavia;Canarias;Pernoctaciones;2022M07;1.492
Total;Europa;Moldavia;Canarias;Pernoctaciones;2022M06;1.190
Total;Europa;Moldavia;Canarias;Pernoctaciones;2022M05;750
Total;Europa;Moldavia;Canarias;Pernoctaciones;2022M04;854
Total;Europa;Moldavia;Canarias;Pernoctaciones;2022M03;652
Total;Europa;Moldavia;Canarias;Pernoctaciones;2022M02;784
Total;Europa;Moldavia;Canarias;Pernoctaciones;2022M01;937
Total;Europa;Moldavia;Canarias;Duración media de los viajes;2022M12;6,4
Total;Europa;Moldavia;Canarias;Duración media de los viajes;2022M11;6,9
Total;Europa;Moldavia;Canarias;Duración media de los viajes;2022M10;6,9
Total;Europa;Moldavia;Canarias;Duración media de los viajes;2022M09;6,2
Total;Europa;Moldavia;Canarias;Duración media de los viajes;2022M08;8,9
Total;Europa;Moldavia;Canarias;Duración media de los viajes;2022M07;8,7
Total;Europa;Moldavia;Canarias;Duración media de los viajes;2022M06;7,3
Total;Europa;Moldavia;Canarias;Duración media de los viajes;2022M05;6,8
Total;Europa;Moldavia;Canarias;Duración media de los viajes;2022M04;9,9
Total;Europa;Moldavia;Canarias;Duración media de los viajes;2022M03;7,6
Total;Europa;Moldavia;Canarias;Duración media de los viajes;2022M02;9,9
Total;Europa;Moldavia;Canarias;Duración media de los viajes;2022M01;9,1
Total;Europa;Mónaco;Balears, Illes;Turistas;2022M12;.
Total;Europa;Mónaco;Balears, Illes;Turistas;2022M11;.
Total;Europa;Mónaco;Balears, Illes;Turistas;2022M10;.
Total;Europa;Mónaco;Balears, Illes;Turistas;2022M09;.
Total;Europa;Mónaco;Balears, Illes;Turistas;2022M08;45
Total;Europa;Mónaco;Balears, Illes;Turistas;2022M07;87
Total;Europa;Mónaco;Balears, Illes;Turistas;2022M06;.
Total;Europa;Mónaco;Balears, Illes;Turistas;2022M05;.
Total;Europa;Mónaco;Balears, Illes;Turistas;2022M04;.
Total;Europa;Mónaco;Balears, Illes;Turistas;2022M03;.
Total;Europa;Mónaco;Balears, Illes;Turistas;2022M02;.
Total;Europa;Mónaco;Balears, Illes;Turistas;2022M01;.
Total;Europa;Mónaco;Balears, Illes;Pernoctaciones;2022M12;.
Total;Europa;Mónaco;Balears, Illes;Pernoctaciones;2022M11;.
Total;Europa;Mónaco;Balears, Illes;Pernoctaciones;2022M10;.
Total;Europa;Mónaco;Balears, Illes;Pernoctaciones;2022M09;.
Total;Europa;Mónaco;Balears, Illes;Pernoctaciones;2022M08;270
Total;Europa;Mónaco;Balears, Illes;Pernoctaciones;2022M07;218
Total;Europa;Mónaco;Balears, Illes;Pernoctaciones;2022M06;.
Total;Europa;Mónaco;Balears, Illes;Pernoctaciones;2022M05;.
Total;Europa;Mónaco;Balears, Illes;Pernoctaciones;2022M04;.
Total;Europa;Mónaco;Balears, Illes;Pernoctaciones;2022M03;.
Total;Europa;Mónaco;Balears, Illes;Pernoctaciones;2022M02;.
Total;Europa;Mónaco;Balears, Illes;Pernoctaciones;2022M01;.
Total;Europa;Mónaco;Balears, Illes;Duración media de los viajes;2022M12;.
Total;Europa;Mónaco;Balears, Illes;Duración media de los viajes;2022M11;.
Total;Europa;Mónaco;Balears, Illes;Duración media de los viajes;2022M10;.
Total;Europa;Mónaco;Balears, Illes;Duración media de los viajes;2022M09;.
Total;Europa;Mónaco;Balears, Illes;Duración media de los viajes;2022M08;6,0
Total;Europa;Mónaco;Balears, Illes;Duración media de los viajes;2022M07;2,5
Total;Europa;Mónaco;Balears, Illes;Duración media de los viajes;2022M06;.
Total;Europa;Mónaco;Balears, Illes;Duración media de los viajes;2022M05;.
Total;Europa;Mónaco;Balears, Illes;Duración media de los viajes;2022M04;.
Total;Europa;Mónaco;Balears, Illes;Duración media de los viajes;2022M03;.
Total;Europa;Mónaco;Balears, Illes;Duración media de los viajes;2022M02;.
Total;Europa;Mónaco;Balears, Illes;Duración media de los viajes;2022M01;.
Total;Europa;Mónaco;Canarias;Turistas;2022M12;.
Total;Europa;Mónaco;Canarias;Turistas;2022M11;.
Total;Europa;Mónaco;Canarias;Turistas;2022M10;.
Total;Europa;Mónaco;Canarias;Turistas;2022M09;.
Total;Europa;Mónaco;Canarias;Turistas;2022M08;.
Total;Europa;Mónaco;Canarias;Turistas;2022M07;""
Total;Europa;Mónaco;Canarias;Turistas;2022M06;.
Total;Europa;Mónaco;Canarias;Turistas;2022M05;.
Total;Europa;Mónaco;Canarias;Turistas;2022M04;.
Total;Europa;Mónaco;Canarias;Turistas;2022M03;.
Total;Europa;Mónaco;Canarias;Turistas;2022M02;.
Total;Europa;Mónaco;Canarias;Turistas;2022M01;.
Total;Europa;Mónaco;Canarias;Pernoctaciones;2022M12;.
Total;Europa;Mónaco;Canarias;Pernoctaciones;2022M11;.
Total;Europa;Mónaco;Canarias;Pernoctaciones;2022M10;.
Total;Europa;Mónaco;Canarias;Pernoctaciones;2022M09;.
Total;Europa;Mónaco;Canarias;Pernoctaciones;2022M08;.
Total;Europa;Mónaco;Canarias;Pernoctaciones;2022M07;""
Total;Europa;Mónaco;Canarias;Pernoctaciones;2022M06;.
Total;Europa;Mónaco;Canarias;Pernoctaciones;2022M05;.
Total;Europa;Mónaco;Canarias;Pernoctaciones;2022M04;.
Total;Europa;Mónaco;Canarias;Pernoctaciones;2022M03;.
Total;Europa;Mónaco;Canarias;Pernoctaciones;2022M02;.
Total;Europa;Mónaco;Canarias;Pernoctaciones;2022M01;.
Total;Europa;Mónaco;Canarias;Duración media de los viajes;2022M12;.
Total;Europa;Mónaco;Canarias;Duración media de los viajes;2022M11;.
Total;Europa;Mónaco;Canarias;Duración media de los viajes;2022M10;.
Total;Europa;Mónaco;Canarias;Duración media de los viajes;2022M09;.
Total;Europa;Mónaco;Canarias;Duración media de los viajes;2022M08;.
Total;Europa;Mónaco;Canarias;Duración media de los viajes;2022M07;""
Total;Europa;Mónaco;Canarias;Duración media de los viajes;2022M06;.
Total;Europa;Mónaco;Canarias;Duración media de los viajes;2022M05;.
Total;Europa;Mónaco;Canarias;Duración media de los viajes;2022M04;.
Total;Europa;Mónaco;Canarias;Duración media de los viajes;2022M03;.
Total;Europa;Mónaco;Canarias;Duración media de los viajes;2022M02;.
Total;Europa;Mónaco;Canarias;Duración media de los viajes;2022M01;.
Total;Europa;Montenegro;Balears, Illes;Turistas;2022M12;47
Total;Europa;Montenegro;Balears, Illes;Turistas;2022M11;69
Total;Europa;Montenegro;Balears, Illes;Turistas;2022M10;120
Total;Europa;Montenegro;Balears, Illes;Turistas;2022M09;102
Total;Europa;Montenegro;Balears, Illes;Turistas;2022M08;69
Total;Europa;Montenegro;Balears, Illes;Turistas;2022M07;122
Total;Europa;Montenegro;Balears, Illes;Turistas;2022M06;101
Total;Europa;Montenegro;Balears, Illes;Turistas;2022M05;95
Total;Europa;Montenegro;Balears, Illes;Turistas;2022M04;74
Total;Europa;Montenegro;Balears, Illes;Turistas;2022M03;34
Total;Europa;Montenegro;Balears, Illes;Turistas;2022M02;.
Total;Europa;Montenegro;Balears, Illes;Turistas;2022M01;.
Total;Europa;Montenegro;Balears, Illes;Pernoctaciones;2022M12;353
Total;Europa;Montenegro;Balears, Illes;Pernoctaciones;2022M11;214
Total;Europa;Montenegro;Balears, Illes;Pernoctaciones;2022M10;744
Total;Europa;Montenegro;Balears, Illes;Pernoctaciones;2022M09;377
Total;Europa;Montenegro;Balears, Illes;Pernoctaciones;2022M08;400
Total;Europa;Montenegro;Balears, Illes;Pernoctaciones;2022M07;659
Total;Europa;Montenegro;Balears, Illes;Pernoctaciones;2022M06;475
Total;Europa;Montenegro;Balears, Illes;Pernoctaciones;2022M05;371
Total;Europa;Montenegro;Balears, Illes;Pernoctaciones;2022M04;281
Total;Europa;Montenegro;Balears, Illes;Pernoctaciones;2022M03;82
Total;Europa;Montenegro;Balears, Illes;Pernoctaciones;2022M02;.
Total;Europa;Montenegro;Balears, Illes;Pernoctaciones;2022M01;.
Total;Europa;Montenegro;Balears, Illes;Duración media de los viajes;2022M12;7,5
Total;Europa;Montenegro;Balears, Illes;Duración media de los viajes;2022M11;3,1
Total;Europa;Montenegro;Balears, Illes;Duración media de los viajes;2022M10;6,2
Total;Europa;Montenegro;Balears, Illes;Duración media de los viajes;2022M09;3,7
Total;Europa;Montenegro;Balears, Illes;Duración media de los viajes;2022M08;5,8
Total;Europa;Montenegro;Balears, Illes;Duración media de los viajes;2022M07;5,4
Total;Europa;Montenegro;Balears, Illes;Duración media de los viajes;2022M06;4,7
Total;Europa;Montenegro;Balears, Illes;Duración media de los viajes;2022M05;3,9
Total;Europa;Montenegro;Balears, Illes;Duración media de los viajes;2022M04;3,8
Total;Europa;Montenegro;Balears, Illes;Duración media de los viajes;2022M03;2,4
Total;Europa;Montenegro;Balears, Illes;Duración media de los viajes;2022M02;.
Total;Europa;Montenegro;Balears, Illes;Duración media de los viajes;2022M01;.
Total;Europa;Montenegro;Canarias;Turistas;2022M12;61
Total;Europa;Montenegro;Canarias;Turistas;2022M11;67
Total;Europa;Montenegro;Canarias;Turistas;2022M10;107
Total;Europa;Montenegro;Canarias;Turistas;2022M09;.
Total;Europa;Montenegro;Canarias;Turistas;2022M08;.
Total;Europa;Montenegro;Canarias;Turistas;2022M07;.
Total;Europa;Montenegro;Canarias;Turistas;2022M06;.
Total;Europa;Montenegro;Canarias;Turistas;2022M05;.
Total;Europa;Montenegro;Canarias;Turistas;2022M04;37
Total;Europa;Montenegro;Canarias;Turistas;2022M03;54
Total;Europa;Montenegro;Canarias;Turistas;2022M02;.
Total;Europa;Montenegro;Canarias;Turistas;2022M01;52
Total;Europa;Montenegro;Canarias;Pernoctaciones;2022M12;495
Total;Europa;Montenegro;Canarias;Pernoctaciones;2022M11;262
Total;Europa;Montenegro;Canarias;Pernoctaciones;2022M10;731
Total;Europa;Montenegro;Canarias;Pernoctaciones;2022M09;.
Total;Europa;Montenegro;Canarias;Pernoctaciones;2022M08;.
Total;Europa;Montenegro;Canarias;Pernoctaciones;2022M07;.
Total;Europa;Montenegro;Canarias;Pernoctaciones;2022M06;.
Total;Europa;Montenegro;Canarias;Pernoctaciones;2022M05;.
Total;Europa;Montenegro;Canarias;Pernoctaciones;2022M04;235
Total;Europa;Montenegro;Canarias;Pernoctaciones;2022M03;394
Total;Europa;Montenegro;Canarias;Pernoctaciones;2022M02;.
Total;Europa;Montenegro;Canarias;Pernoctaciones;2022M01;376
Total;Europa;Montenegro;Canarias;Duración media de los viajes;2022M12;8,1
Total;Europa;Montenegro;Canarias;Duración media de los viajes;2022M11;3,9
Total;Europa;Montenegro;Canarias;Duración media de los viajes;2022M10;6,8
Total;Europa;Montenegro;Canarias;Duración media de los viajes;2022M09;.
Total;Europa;Montenegro;Canarias;Duración media de los viajes;2022M08;.
Total;Europa;Montenegro;Canarias;Duración media de los viajes;2022M07;.
Total;Europa;Montenegro;Canarias;Duración media de los viajes;2022M06;.
Total;Europa;Montenegro;Canarias;Duración media de los viajes;2022M05;.
Total;Europa;Montenegro;Canarias;Duración media de los viajes;2022M04;6,4
Total;Europa;Montenegro;Canarias;Duración media de los viajes;2022M03;7,3
Total;Europa;Montenegro;Canarias;Duración media de los viajes;2022M02;.
Total;Europa;Montenegro;Canarias;Duración media de los viajes;2022M01;7,2
Total;Europa;Noruega;Balears, Illes;Turistas;2022M12;437
Total;Europa;Noruega;Balears, Illes;Turistas;2022M11;961
Total;Europa;Noruega;Balears, Illes;Turistas;2022M10;13.996
Total;Europa;Noruega;Balears, Illes;Turistas;2022M09;15.969
Total;Europa;Noruega;Balears, Illes;Turistas;2022M08;19.006
Total;Europa;Noruega;Balears, Illes;Turistas;2022M07;36.324
Total;Europa;Noruega;Balears, Illes;Turistas;2022M06;18.815
Total;Europa;Noruega;Balears, Illes;Turistas;2022M05;14.549
Total;Europa;Noruega;Balears, Illes;Turistas;2022M04;9.188
Total;Europa;Noruega;Balears, Illes;Turistas;2022M03;441
Total;Europa;Noruega;Balears, Illes;Turistas;2022M02;281
Total;Europa;Noruega;Balears, Illes;Turistas;2022M01;306
Total;Europa;Noruega;Balears, Illes;Pernoctaciones;2022M12;4.239
Total;Europa;Noruega;Balears, Illes;Pernoctaciones;2022M11;7.784
Total;Europa;Noruega;Balears, Illes;Pernoctaciones;2022M10;76.978
Total;Europa;Noruega;Balears, Illes;Pernoctaciones;2022M09;95.814
Total;Europa;Noruega;Balears, Illes;Pernoctaciones;2022M08;134.943
Total;Europa;Noruega;Balears, Illes;Pernoctaciones;2022M07;257.900
Total;Europa;Noruega;Balears, Illes;Pernoctaciones;2022M06;109.127
Total;Europa;Noruega;Balears, Illes;Pernoctaciones;2022M05;88.749
Total;Europa;Noruega;Balears, Illes;Pernoctaciones;2022M04;50.534
Total;Europa;Noruega;Balears, Illes;Pernoctaciones;2022M03;3.528
Total;Europa;Noruega;Balears, Illes;Pernoctaciones;2022M02;2.360
Total;Europa;Noruega;Balears, Illes;Pernoctaciones;2022M01;2.815
Total;Europa;Noruega;Balears, Illes;Duración media de los viajes;2022M12;9,7
Total;Europa;Noruega;Balears, Illes;Duración media de los viajes;2022M11;8,1
Total;Europa;Noruega;Balears, Illes;Duración media de los viajes;2022M10;5,5
Total;Europa;Noruega;Balears, Illes;Duración media de los viajes;2022M09;6,0
Total;Europa;Noruega;Balears, Illes;Duración media de los viajes;2022M08;7,1
Total;Europa;Noruega;Balears, Illes;Duración media de los viajes;2022M07;7,1
Total;Europa;Noruega;Balears, Illes;Duración media de los viajes;2022M06;5,8
Total;Europa;Noruega;Balears, Illes;Duración media de los viajes;2022M05;6,1
Total;Europa;Noruega;Balears, Illes;Duración media de los viajes;2022M04;5,5
Total;Europa;Noruega;Balears, Illes;Duración media de los viajes;2022M03;8,0
Total;Europa;Noruega;Balears, Illes;Duración media de los viajes;2022M02;8,4
Total;Europa;Noruega;Balears, Illes;Duración media de los viajes;2022M01;9,2
Total;Europa;Noruega;Canarias;Turistas;2022M12;47.061
Total;Europa;Noruega;Canarias;Turistas;2022M11;42.253
Total;Europa;Noruega;Canarias;Turistas;2022M10;28.374
Total;Europa;Noruega;Canarias;Turistas;2022M09;6.829
Total;Europa;Noruega;Canarias;Turistas;2022M08;7.130
Total;Europa;Noruega;Canarias;Turistas;2022M07;10.926
Total;Europa;Noruega;Canarias;Turistas;2022M06;5.589
Total;Europa;Noruega;Canarias;Turistas;2022M05;4.904
Total;Europa;Noruega;Canarias;Turistas;2022M04;24.013
Total;Europa;Noruega;Canarias;Turistas;2022M03;34.101
Total;Europa;Noruega;Canarias;Turistas;2022M02;33.709
Total;Europa;Noruega;Canarias;Turistas;2022M01;25.042
Total;Europa;Noruega;Canarias;Pernoctaciones;2022M12;384.713
Total;Europa;Noruega;Canarias;Pernoctaciones;2022M11;351.743
Total;Europa;Noruega;Canarias;Pernoctaciones;2022M10;187.778
Total;Europa;Noruega;Canarias;Pernoctaciones;2022M09;60.141
Total;Europa;Noruega;Canarias;Pernoctaciones;2022M08;71.873
Total;Europa;Noruega;Canarias;Pernoctaciones;2022M07;103.669
Total;Europa;Noruega;Canarias;Pernoctaciones;2022M06;49.110
Total;Europa;Noruega;Canarias;Pernoctaciones;2022M05;51.492
Total;Europa;Noruega;Canarias;Pernoctaciones;2022M04;228.621
Total;Europa;Noruega;Canarias;Pernoctaciones;2022M03;341.349
Total;Europa;Noruega;Canarias;Pernoctaciones;2022M02;315.232
Total;Europa;Noruega;Canarias;Pernoctaciones;2022M01;233.570
Total;Europa;Noruega;Canarias;Duración media de los viajes;2022M12;8,2
Total;Europa;Noruega;Canarias;Duración media de los viajes;2022M11;8,3
Total;Europa;Noruega;Canarias;Duración media de los viajes;2022M10;6,6
Total;Europa;Noruega;Canarias;Duración media de los viajes;2022M09;8,8
Total;Europa;Noruega;Canarias;Duración media de los viajes;2022M08;10,1
Total;Europa;Noruega;Canarias;Duración media de los viajes;2022M07;9,5
Total;Europa;Noruega;Canarias;Duración media de los viajes;2022M06;8,8
Total;Europa;Noruega;Canarias;Duración media de los viajes;2022M05;10,5
Total;Europa;Noruega;Canarias;Duración media de los viajes;2022M04;9,5
Total;Europa;Noruega;Canarias;Duración media de los viajes;2022M03;10,0
Total;Europa;Noruega;Canarias;Duración media de los viajes;2022M02;9,4
Total;Europa;Noruega;Canarias;Duración media de los viajes;2022M01;9,3
Total;Europa;Países Bajos;Balears, Illes;Turistas;2022M12;7.720
Total;Europa;Países Bajos;Balears, Illes;Turistas;2022M11;14.056
Total;Europa;Países Bajos;Balears, Illes;Turistas;2022M10;42.911
Total;Europa;Países Bajos;Balears, Illes;Turistas;2022M09;51.676
Total;Europa;Países Bajos;Balears, Illes;Turistas;2022M08;91.143
Total;Europa;Países Bajos;Balears, Illes;Turistas;2022M07;55.975
Total;Europa;Países Bajos;Balears, Illes;Turistas;2022M06;51.965
Total;Europa;Países Bajos;Balears, Illes;Turistas;2022M05;56.772
Total;Europa;Países Bajos;Balears, Illes;Turistas;2022M04;18.565
Total;Europa;Países Bajos;Balears, Illes;Turistas;2022M03;8.965
Total;Europa;Países Bajos;Balears, Illes;Turistas;2022M02;5.804
Total;Europa;Países Bajos;Balears, Illes;Turistas;2022M01;7.617
Total;Europa;Países Bajos;Balears, Illes;Pernoctaciones;2022M12;69.480
Total;Europa;Países Bajos;Balears, Illes;Pernoctaciones;2022M11;119.476
Total;Europa;Países Bajos;Balears, Illes;Pernoctaciones;2022M10;266.048
Total;Europa;Países Bajos;Balears, Illes;Pernoctaciones;2022M09;320.391
Total;Europa;Países Bajos;Balears, Illes;Pernoctaciones;2022M08;692.687
Total;Europa;Países Bajos;Balears, Illes;Pernoctaciones;2022M07;369.435
Total;Europa;Países Bajos;Balears, Illes;Pernoctaciones;2022M06;316.987
Total;Europa;Países Bajos;Balears, Illes;Pernoctaciones;2022M05;334.955
Total;Europa;Países Bajos;Balears, Illes;Pernoctaciones;2022M04;116.960
Total;Europa;Países Bajos;Balears, Illes;Pernoctaciones;2022M03;68.134
Total;Europa;Países Bajos;Balears, Illes;Pernoctaciones;2022M02;51.075
Total;Europa;Países Bajos;Balears, Illes;Pernoctaciones;2022M01;68.553
Total;Europa;Países Bajos;Balears, Illes;Duración media de los viajes;2022M12;9,0
Total;Europa;Países Bajos;Balears, Illes;Duración media de los viajes;2022M11;8,5
Total;Europa;Países Bajos;Balears, Illes;Duración media de los viajes;2022M10;6,2
Total;Europa;Países Bajos;Balears, Illes;Duración media de los viajes;2022M09;6,2
Total;Europa;Países Bajos;Balears, Illes;Duración media de los viajes;2022M08;7,6
Total;Europa;Países Bajos;Balears, Illes;Duración media de los viajes;2022M07;6,6
Total;Europa;Países Bajos;Balears, Illes;Duración media de los viajes;2022M06;6,1
Total;Europa;Países Bajos;Balears, Illes;Duración media de los viajes;2022M05;5,9
Total;Europa;Países Bajos;Balears, Illes;Duración media de los viajes;2022M04;6,3
Total;Europa;Países Bajos;Balears, Illes;Duración media de los viajes;2022M03;7,6
Total;Europa;Países Bajos;Balears, Illes;Duración media de los viajes;2022M02;8,8
Total;Europa;Países Bajos;Balears, Illes;Duración media de los viajes;2022M01;9,0
Total;Europa;Países Bajos;Canarias;Turistas;2022M12;32.692
Total;Europa;Países Bajos;Canarias;Turistas;2022M11;41.298
Total;Europa;Países Bajos;Canarias;Turistas;2022M10;36.082
Total;Europa;Países Bajos;Canarias;Turistas;2022M09;31.963
Total;Europa;Países Bajos;Canarias;Turistas;2022M08;48.617
Total;Europa;Países Bajos;Canarias;Turistas;2022M07;31.773
Total;Europa;Países Bajos;Canarias;Turistas;2022M06;28.223
Total;Europa;Países Bajos;Canarias;Turistas;2022M05;41.875
Total;Europa;Países Bajos;Canarias;Turistas;2022M04;27.810
Total;Europa;Países Bajos;Canarias;Turistas;2022M03;42.011
Total;Europa;Países Bajos;Canarias;Turistas;2022M02;28.860
Total;Europa;Países Bajos;Canarias;Turistas;2022M01;37.800
Total;Europa;Países Bajos;Canarias;Pernoctaciones;2022M12;251.207
Total;Europa;Países Bajos;Canarias;Pernoctaciones;2022M11;297.312
Total;Europa;Países Bajos;Canarias;Pernoctaciones;2022M10;271.252
Total;Europa;Países Bajos;Canarias;Pernoctaciones;2022M09;242.919
Total;Europa;Países Bajos;Canarias;Pernoctaciones;2022M08;435.676
Total;Europa;Países Bajos;Canarias;Pernoctaciones;2022M07;250.944
Total;Europa;Países Bajos;Canarias;Pernoctaciones;2022M06;221.877
Total;Europa;Países Bajos;Canarias;Pernoctaciones;2022M05;312.338
Total;Europa;Países Bajos;Canarias;Pernoctaciones;2022M04;211.133
Total;Europa;Países Bajos;Canarias;Pernoctaciones;2022M03;303.463
Total;Europa;Países Bajos;Canarias;Pernoctaciones;2022M02;228.862
Total;Europa;Países Bajos;Canarias;Pernoctaciones;2022M01;292.875
Total;Europa;Países Bajos;Canarias;Duración media de los viajes;2022M12;7,7
Total;Europa;Países Bajos;Canarias;Duración media de los viajes;2022M11;7,2
Total;Europa;Países Bajos;Canarias;Duración media de los viajes;2022M10;7,5
Total;Europa;Países Bajos;Canarias;Duración media de los viajes;2022M09;7,6
Total;Europa;Países Bajos;Canarias;Duración media de los viajes;2022M08;9,0
Total;Europa;Países Bajos;Canarias;Duración media de los viajes;2022M07;7,9
Total;Europa;Países Bajos;Canarias;Duración media de los viajes;2022M06;7,9
Total;Europa;Países Bajos;Canarias;Duración media de los viajes;2022M05;7,5
Total;Europa;Países Bajos;Canarias;Duración media de los viajes;2022M04;7,6
Total;Europa;Países Bajos;Canarias;Duración media de los viajes;2022M03;7,2
Total;Europa;Países Bajos;Canarias;Duración media de los viajes;2022M02;7,9
Total;Europa;Países Bajos;Canarias;Duración media de los viajes;2022M01;7,7
Total;Europa;Polonia;Balears, Illes;Turistas;2022M12;2.100
Total;Europa;Polonia;Balears, Illes;Turistas;2022M11;3.528
Total;Europa;Polonia;Balears, Illes;Turistas;2022M10;20.390
Total;Europa;Polonia;Balears, Illes;Turistas;2022M09;33.796
Total;Europa;Polonia;Balears, Illes;Turistas;2022M08;31.904
Total;Europa;Polonia;Balears, Illes;Turistas;2022M07;26.151
Total;Europa;Polonia;Balears, Illes;Turistas;2022M06;30.229
Total;Europa;Polonia;Balears, Illes;Turistas;2022M05;26.259
Total;Europa;Polonia;Balears, Illes;Turistas;2022M04;10.333
Total;Europa;Polonia;Balears, Illes;Turistas;2022M03;1.981
Total;Europa;Polonia;Balears, Illes;Turistas;2022M02;1.664
Total;Europa;Polonia;Balears, Illes;Turistas;2022M01;1.464
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2022M12;16.380
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2022M11;21.874
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2022M10;116.223
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2022M09;192.637
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2022M08;194.614
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2022M07;162.136
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2022M06;172.305
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2022M05;139.173
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2022M04;60.965
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2022M03;15.848
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2022M02;13.312
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2022M01;11.419
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2022M12;7,8
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2022M11;6,2
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2022M10;5,7
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2022M09;5,7
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2022M08;6,1
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2022M07;6,2
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2022M06;5,7
