RESIDENCIA/ORIGEN;Continentes;Países;CCAA de destino;Concepto turístico;Periodo;Total
Total;Asia;Filipinas;Balears, Illes;Duración media de los viajes;2020M08;7,4
Total;Asia;Filipinas;Balears, Illes;Duración media de los viajes;2020M07;5,7
Total;Asia;Filipinas;Balears, Illes;Duración media de los viajes;2020M06;5,2
Total;Asia;Filipinas;Balears, Illes;Duración media de los viajes;2020M05;5,2
Total;Asia;Filipinas;Balears, Illes;Duración media de los viajes;2020M04;5,9
Total;Asia;Filipinas;Balears, Illes;Duración media de los viajes;2020M03;9,9
Total;Asia;Filipinas;Balears, Illes;Duración media de los viajes;2020M02;9,1
Total;Asia;Filipinas;Balears, Illes;Duración media de los viajes;2020M01;9,1
Total;Asia;Filipinas;Canarias;Turistas;2020M12;1.857
Total;Asia;Filipinas;Canarias;Turistas;2020M11;1.679
Total;Asia;Filipinas;Canarias;Turistas;2020M10;1.428
Total;Asia;Filipinas;Canarias;Turistas;2020M09;1.495
Total;Asia;Filipinas;Canarias;Turistas;2020M08;1.644
Total;Asia;Filipinas;Canarias;Turistas;2020M07;1.403
Total;Asia;Filipinas;Canarias;Turistas;2020M06;1.421
Total;Asia;Filipinas;Canarias;Turistas;2020M05;1.694
Total;Asia;Filipinas;Canarias;Turistas;2020M04;3.154
Total;Asia;Filipinas;Canarias;Turistas;2020M03;2.103
Total;Asia;Filipinas;Canarias;Turistas;2020M02;1.776
Total;Asia;Filipinas;Canarias;Turistas;2020M01;1.938
Total;Asia;Filipinas;Canarias;Pernoctaciones;2020M12;12.540
Total;Asia;Filipinas;Canarias;Pernoctaciones;2020M11;7.522
Total;Asia;Filipinas;Canarias;Pernoctaciones;2020M10;7.580
Total;Asia;Filipinas;Canarias;Pernoctaciones;2020M09;7.561
Total;Asia;Filipinas;Canarias;Pernoctaciones;2020M08;7.090
Total;Asia;Filipinas;Canarias;Pernoctaciones;2020M07;5.617
Total;Asia;Filipinas;Canarias;Pernoctaciones;2020M06;4.941
Total;Asia;Filipinas;Canarias;Pernoctaciones;2020M05;6.439
Total;Asia;Filipinas;Canarias;Pernoctaciones;2020M04;14.853
Total;Asia;Filipinas;Canarias;Pernoctaciones;2020M03;13.686
Total;Asia;Filipinas;Canarias;Pernoctaciones;2020M02;12.171
Total;Asia;Filipinas;Canarias;Pernoctaciones;2020M01;14.982
Total;Asia;Filipinas;Canarias;Duración media de los viajes;2020M12;6,8
Total;Asia;Filipinas;Canarias;Duración media de los viajes;2020M11;4,5
Total;Asia;Filipinas;Canarias;Duración media de los viajes;2020M10;5,3
Total;Asia;Filipinas;Canarias;Duración media de los viajes;2020M09;5,1
Total;Asia;Filipinas;Canarias;Duración media de los viajes;2020M08;4,3
Total;Asia;Filipinas;Canarias;Duración media de los viajes;2020M07;4,0
Total;Asia;Filipinas;Canarias;Duración media de los viajes;2020M06;3,5
Total;Asia;Filipinas;Canarias;Duración media de los viajes;2020M05;3,8
Total;Asia;Filipinas;Canarias;Duración media de los viajes;2020M04;4,7
Total;Asia;Filipinas;Canarias;Duración media de los viajes;2020M03;6,5
Total;Asia;Filipinas;Canarias;Duración media de los viajes;2020M02;6,9
Total;Asia;Filipinas;Canarias;Duración media de los viajes;2020M01;7,7
Total;Asia;India;Balears, Illes;Turistas;2020M12;133
Total;Asia;India;Balears, Illes;Turistas;2020M11;142
Total;Asia;India;Balears, Illes;Turistas;2020M10;152
Total;Asia;India;Balears, Illes;Turistas;2020M09;187
Total;Asia;India;Balears, Illes;Turistas;2020M08;195
Total;Asia;India;Balears, Illes;Turistas;2020M07;190
Total;Asia;India;Balears, Illes;Turistas;2020M06;140
Total;Asia;India;Balears, Illes;Turistas;2020M05;132
Total;Asia;India;Balears, Illes;Turistas;2020M04;150
Total;Asia;India;Balears, Illes;Turistas;2020M03;282
Total;Asia;India;Balears, Illes;Turistas;2020M02;261
Total;Asia;India;Balears, Illes;Turistas;2020M01;255
Total;Asia;India;Balears, Illes;Pernoctaciones;2020M12;1.131
Total;Asia;India;Balears, Illes;Pernoctaciones;2020M11;1.235
Total;Asia;India;Balears, Illes;Pernoctaciones;2020M10;1.733
Total;Asia;India;Balears, Illes;Pernoctaciones;2020M09;1.552
Total;Asia;India;Balears, Illes;Pernoctaciones;2020M08;1.697
Total;Asia;India;Balears, Illes;Pernoctaciones;2020M07;1.482
Total;Asia;India;Balears, Illes;Pernoctaciones;2020M06;854
Total;Asia;India;Balears, Illes;Pernoctaciones;2020M05;1.109
Total;Asia;India;Balears, Illes;Pernoctaciones;2020M04;1.440
Total;Asia;India;Balears, Illes;Pernoctaciones;2020M03;2.623
Total;Asia;India;Balears, Illes;Pernoctaciones;2020M02;2.245
Total;Asia;India;Balears, Illes;Pernoctaciones;2020M01;2.117
Total;Asia;India;Balears, Illes;Duración media de los viajes;2020M12;8,5
Total;Asia;India;Balears, Illes;Duración media de los viajes;2020M11;8,7
Total;Asia;India;Balears, Illes;Duración media de los viajes;2020M10;11,4
Total;Asia;India;Balears, Illes;Duración media de los viajes;2020M09;8,3
Total;Asia;India;Balears, Illes;Duración media de los viajes;2020M08;8,7
Total;Asia;India;Balears, Illes;Duración media de los viajes;2020M07;7,8
Total;Asia;India;Balears, Illes;Duración media de los viajes;2020M06;6,1
Total;Asia;India;Balears, Illes;Duración media de los viajes;2020M05;8,4
Total;Asia;India;Balears, Illes;Duración media de los viajes;2020M04;9,6
Total;Asia;India;Balears, Illes;Duración media de los viajes;2020M03;9,3
Total;Asia;India;Balears, Illes;Duración media de los viajes;2020M02;8,6
Total;Asia;India;Balears, Illes;Duración media de los viajes;2020M01;8,3
Total;Asia;India;Canarias;Turistas;2020M12;458
Total;Asia;India;Canarias;Turistas;2020M11;336
Total;Asia;India;Canarias;Turistas;2020M10;279
Total;Asia;India;Canarias;Turistas;2020M09;299
Total;Asia;India;Canarias;Turistas;2020M08;282
Total;Asia;India;Canarias;Turistas;2020M07;367
Total;Asia;India;Canarias;Turistas;2020M06;272
Total;Asia;India;Canarias;Turistas;2020M05;378
Total;Asia;India;Canarias;Turistas;2020M04;684
Total;Asia;India;Canarias;Turistas;2020M03;547
Total;Asia;India;Canarias;Turistas;2020M02;532
Total;Asia;India;Canarias;Turistas;2020M01;622
Total;Asia;India;Canarias;Pernoctaciones;2020M12;4.244
Total;Asia;India;Canarias;Pernoctaciones;2020M11;2.271
Total;Asia;India;Canarias;Pernoctaciones;2020M10;2.280
Total;Asia;India;Canarias;Pernoctaciones;2020M09;2.116
Total;Asia;India;Canarias;Pernoctaciones;2020M08;2.261
Total;Asia;India;Canarias;Pernoctaciones;2020M07;2.503
Total;Asia;India;Canarias;Pernoctaciones;2020M06;1.576
Total;Asia;India;Canarias;Pernoctaciones;2020M05;3.386
Total;Asia;India;Canarias;Pernoctaciones;2020M04;5.645
Total;Asia;India;Canarias;Pernoctaciones;2020M03;5.121
Total;Asia;India;Canarias;Pernoctaciones;2020M02;4.328
Total;Asia;India;Canarias;Pernoctaciones;2020M01;5.295
Total;Asia;India;Canarias;Duración media de los viajes;2020M12;9,3
Total;Asia;India;Canarias;Duración media de los viajes;2020M11;6,8
Total;Asia;India;Canarias;Duración media de los viajes;2020M10;8,2
Total;Asia;India;Canarias;Duración media de los viajes;2020M09;7,1
Total;Asia;India;Canarias;Duración media de los viajes;2020M08;8,0
Total;Asia;India;Canarias;Duración media de los viajes;2020M07;6,8
Total;Asia;India;Canarias;Duración media de los viajes;2020M06;5,8
Total;Asia;India;Canarias;Duración media de los viajes;2020M05;9,0
Total;Asia;India;Canarias;Duración media de los viajes;2020M04;8,3
Total;Asia;India;Canarias;Duración media de los viajes;2020M03;9,4
Total;Asia;India;Canarias;Duración media de los viajes;2020M02;8,1
Total;Asia;India;Canarias;Duración media de los viajes;2020M01;8,5
Total;Asia;Indonesia;Balears, Illes;Turistas;2020M12;.
Total;Asia;Indonesia;Balears, Illes;Turistas;2020M11;.
Total;Asia;Indonesia;Balears, Illes;Turistas;2020M10;.
Total;Asia;Indonesia;Balears, Illes;Turistas;2020M09;.
Total;Asia;Indonesia;Balears, Illes;Turistas;2020M08;.
Total;Asia;Indonesia;Balears, Illes;Turistas;2020M07;34
Total;Asia;Indonesia;Balears, Illes;Turistas;2020M06;.
Total;Asia;Indonesia;Balears, Illes;Turistas;2020M05;.
Total;Asia;Indonesia;Balears, Illes;Turistas;2020M04;.
Total;Asia;Indonesia;Balears, Illes;Turistas;2020M03;53
Total;Asia;Indonesia;Balears, Illes;Turistas;2020M02;58
Total;Asia;Indonesia;Balears, Illes;Turistas;2020M01;30
Total;Asia;Indonesia;Balears, Illes;Pernoctaciones;2020M12;.
Total;Asia;Indonesia;Balears, Illes;Pernoctaciones;2020M11;.
Total;Asia;Indonesia;Balears, Illes;Pernoctaciones;2020M10;.
Total;Asia;Indonesia;Balears, Illes;Pernoctaciones;2020M09;.
Total;Asia;Indonesia;Balears, Illes;Pernoctaciones;2020M08;.
Total;Asia;Indonesia;Balears, Illes;Pernoctaciones;2020M07;279
Total;Asia;Indonesia;Balears, Illes;Pernoctaciones;2020M06;.
Total;Asia;Indonesia;Balears, Illes;Pernoctaciones;2020M05;.
Total;Asia;Indonesia;Balears, Illes;Pernoctaciones;2020M04;.
Total;Asia;Indonesia;Balears, Illes;Pernoctaciones;2020M03;366
Total;Asia;Indonesia;Balears, Illes;Pernoctaciones;2020M02;481
Total;Asia;Indonesia;Balears, Illes;Pernoctaciones;2020M01;300
Total;Asia;Indonesia;Balears, Illes;Duración media de los viajes;2020M12;.
Total;Asia;Indonesia;Balears, Illes;Duración media de los viajes;2020M11;.
Total;Asia;Indonesia;Balears, Illes;Duración media de los viajes;2020M10;.
Total;Asia;Indonesia;Balears, Illes;Duración media de los viajes;2020M09;.
Total;Asia;Indonesia;Balears, Illes;Duración media de los viajes;2020M08;.
Total;Asia;Indonesia;Balears, Illes;Duración media de los viajes;2020M07;8,2
Total;Asia;Indonesia;Balears, Illes;Duración media de los viajes;2020M06;.
Total;Asia;Indonesia;Balears, Illes;Duración media de los viajes;2020M05;.
Total;Asia;Indonesia;Balears, Illes;Duración media de los viajes;2020M04;.
Total;Asia;Indonesia;Balears, Illes;Duración media de los viajes;2020M03;6,9
Total;Asia;Indonesia;Balears, Illes;Duración media de los viajes;2020M02;8,3
Total;Asia;Indonesia;Balears, Illes;Duración media de los viajes;2020M01;10,0
Total;Asia;Indonesia;Canarias;Turistas;2020M12;649
Total;Asia;Indonesia;Canarias;Turistas;2020M11;337
Total;Asia;Indonesia;Canarias;Turistas;2020M10;178
Total;Asia;Indonesia;Canarias;Turistas;2020M09;342
Total;Asia;Indonesia;Canarias;Turistas;2020M08;219
Total;Asia;Indonesia;Canarias;Turistas;2020M07;176
Total;Asia;Indonesia;Canarias;Turistas;2020M06;172
Total;Asia;Indonesia;Canarias;Turistas;2020M05;318
Total;Asia;Indonesia;Canarias;Turistas;2020M04;854
Total;Asia;Indonesia;Canarias;Turistas;2020M03;463
Total;Asia;Indonesia;Canarias;Turistas;2020M02;417
Total;Asia;Indonesia;Canarias;Turistas;2020M01;375
Total;Asia;Indonesia;Canarias;Pernoctaciones;2020M12;5.210
Total;Asia;Indonesia;Canarias;Pernoctaciones;2020M11;1.883
Total;Asia;Indonesia;Canarias;Pernoctaciones;2020M10;1.547
Total;Asia;Indonesia;Canarias;Pernoctaciones;2020M09;2.036
Total;Asia;Indonesia;Canarias;Pernoctaciones;2020M08;1.261
Total;Asia;Indonesia;Canarias;Pernoctaciones;2020M07;1.083
Total;Asia;Indonesia;Canarias;Pernoctaciones;2020M06;967
Total;Asia;Indonesia;Canarias;Pernoctaciones;2020M05;2.625
Total;Asia;Indonesia;Canarias;Pernoctaciones;2020M04;6.026
Total;Asia;Indonesia;Canarias;Pernoctaciones;2020M03;3.049
Total;Asia;Indonesia;Canarias;Pernoctaciones;2020M02;2.551
Total;Asia;Indonesia;Canarias;Pernoctaciones;2020M01;2.602
Total;Asia;Indonesia;Canarias;Duración media de los viajes;2020M12;8,0
Total;Asia;Indonesia;Canarias;Duración media de los viajes;2020M11;5,6
Total;Asia;Indonesia;Canarias;Duración media de los viajes;2020M10;8,7
Total;Asia;Indonesia;Canarias;Duración media de los viajes;2020M09;6,0
Total;Asia;Indonesia;Canarias;Duración media de los viajes;2020M08;5,8
Total;Asia;Indonesia;Canarias;Duración media de los viajes;2020M07;6,2
Total;Asia;Indonesia;Canarias;Duración media de los viajes;2020M06;5,6
Total;Asia;Indonesia;Canarias;Duración media de los viajes;2020M05;8,3
Total;Asia;Indonesia;Canarias;Duración media de los viajes;2020M04;7,1
Total;Asia;Indonesia;Canarias;Duración media de los viajes;2020M03;6,6
Total;Asia;Indonesia;Canarias;Duración media de los viajes;2020M02;6,1
Total;Asia;Indonesia;Canarias;Duración media de los viajes;2020M01;6,9
Total;Asia;Irán;Balears, Illes;Turistas;2020M12;.
Total;Asia;Irán;Balears, Illes;Turistas;2020M11;.
Total;Asia;Irán;Balears, Illes;Turistas;2020M10;.
Total;Asia;Irán;Balears, Illes;Turistas;2020M09;.
Total;Asia;Irán;Balears, Illes;Turistas;2020M08;.
Total;Asia;Irán;Balears, Illes;Turistas;2020M07;.
Total;Asia;Irán;Balears, Illes;Turistas;2020M06;.
Total;Asia;Irán;Balears, Illes;Turistas;2020M05;.
Total;Asia;Irán;Balears, Illes;Turistas;2020M04;.
Total;Asia;Irán;Balears, Illes;Turistas;2020M03;.
Total;Asia;Irán;Balears, Illes;Turistas;2020M02;.
Total;Asia;Irán;Balears, Illes;Turistas;2020M01;.
Total;Asia;Irán;Balears, Illes;Pernoctaciones;2020M12;.
Total;Asia;Irán;Balears, Illes;Pernoctaciones;2020M11;.
Total;Asia;Irán;Balears, Illes;Pernoctaciones;2020M10;.
Total;Asia;Irán;Balears, Illes;Pernoctaciones;2020M09;.
Total;Asia;Irán;Balears, Illes;Pernoctaciones;2020M08;.
Total;Asia;Irán;Balears, Illes;Pernoctaciones;2020M07;.
Total;Asia;Irán;Balears, Illes;Pernoctaciones;2020M06;.
Total;Asia;Irán;Balears, Illes;Pernoctaciones;2020M05;.
Total;Asia;Irán;Balears, Illes;Pernoctaciones;2020M04;.
Total;Asia;Irán;Balears, Illes;Pernoctaciones;2020M03;.
Total;Asia;Irán;Balears, Illes;Pernoctaciones;2020M02;.
Total;Asia;Irán;Balears, Illes;Pernoctaciones;2020M01;.
Total;Asia;Irán;Balears, Illes;Duración media de los viajes;2020M12;.
Total;Asia;Irán;Balears, Illes;Duración media de los viajes;2020M11;.
Total;Asia;Irán;Balears, Illes;Duración media de los viajes;2020M10;.
Total;Asia;Irán;Balears, Illes;Duración media de los viajes;2020M09;.
Total;Asia;Irán;Balears, Illes;Duración media de los viajes;2020M08;.
Total;Asia;Irán;Balears, Illes;Duración media de los viajes;2020M07;.
Total;Asia;Irán;Balears, Illes;Duración media de los viajes;2020M06;.
Total;Asia;Irán;Balears, Illes;Duración media de los viajes;2020M05;.
Total;Asia;Irán;Balears, Illes;Duración media de los viajes;2020M04;.
Total;Asia;Irán;Balears, Illes;Duración media de los viajes;2020M03;.
Total;Asia;Irán;Balears, Illes;Duración media de los viajes;2020M02;.
Total;Asia;Irán;Balears, Illes;Duración media de los viajes;2020M01;.
Total;Asia;Irán;Canarias;Turistas;2020M12;.
Total;Asia;Irán;Canarias;Turistas;2020M11;.
Total;Asia;Irán;Canarias;Turistas;2020M10;.
Total;Asia;Irán;Canarias;Turistas;2020M09;.
Total;Asia;Irán;Canarias;Turistas;2020M08;.
Total;Asia;Irán;Canarias;Turistas;2020M07;.
Total;Asia;Irán;Canarias;Turistas;2020M06;.
Total;Asia;Irán;Canarias;Turistas;2020M05;.
Total;Asia;Irán;Canarias;Turistas;2020M04;.
Total;Asia;Irán;Canarias;Turistas;2020M03;.
Total;Asia;Irán;Canarias;Turistas;2020M02;.
Total;Asia;Irán;Canarias;Turistas;2020M01;.
Total;Asia;Irán;Canarias;Pernoctaciones;2020M12;.
Total;Asia;Irán;Canarias;Pernoctaciones;2020M11;.
Total;Asia;Irán;Canarias;Pernoctaciones;2020M10;.
Total;Asia;Irán;Canarias;Pernoctaciones;2020M09;.
Total;Asia;Irán;Canarias;Pernoctaciones;2020M08;.
Total;Asia;Irán;Canarias;Pernoctaciones;2020M07;.
Total;Asia;Irán;Canarias;Pernoctaciones;2020M06;.
Total;Asia;Irán;Canarias;Pernoctaciones;2020M05;.
Total;Asia;Irán;Canarias;Pernoctaciones;2020M04;.
Total;Asia;Irán;Canarias;Pernoctaciones;2020M03;.
Total;Asia;Irán;Canarias;Pernoctaciones;2020M02;.
Total;Asia;Irán;Canarias;Pernoctaciones;2020M01;.
Total;Asia;Irán;Canarias;Duración media de los viajes;2020M12;.
Total;Asia;Irán;Canarias;Duración media de los viajes;2020M11;.
Total;Asia;Irán;Canarias;Duración media de los viajes;2020M10;.
Total;Asia;Irán;Canarias;Duración media de los viajes;2020M09;.
Total;Asia;Irán;Canarias;Duración media de los viajes;2020M08;.
Total;Asia;Irán;Canarias;Duración media de los viajes;2020M07;.
Total;Asia;Irán;Canarias;Duración media de los viajes;2020M06;.
Total;Asia;Irán;Canarias;Duración media de los viajes;2020M05;.
Total;Asia;Irán;Canarias;Duración media de los viajes;2020M04;.
Total;Asia;Irán;Canarias;Duración media de los viajes;2020M03;.
Total;Asia;Irán;Canarias;Duración media de los viajes;2020M02;.
Total;Asia;Irán;Canarias;Duración media de los viajes;2020M01;.
Total;Asia;Iraq;Balears, Illes;Turistas;2020M12;""
Total;Asia;Iraq;Balears, Illes;Turistas;2020M11;.
Total;Asia;Iraq;Balears, Illes;Turistas;2020M10;.
Total;Asia;Iraq;Balears, Illes;Turistas;2020M09;.
Total;Asia;Iraq;Balears, Illes;Turistas;2020M08;.
Total;Asia;Iraq;Balears, Illes;Turistas;2020M07;.
Total;Asia;Iraq;Balears, Illes;Turistas;2020M06;""
Total;Asia;Iraq;Balears, Illes;Turistas;2020M05;""
Total;Asia;Iraq;Balears, Illes;Turistas;2020M04;""
Total;Asia;Iraq;Balears, Illes;Turistas;2020M03;""
Total;Asia;Iraq;Balears, Illes;Turistas;2020M02;.
Total;Asia;Iraq;Balears, Illes;Turistas;2020M01;.
Total;Asia;Iraq;Balears, Illes;Pernoctaciones;2020M12;""
Total;Asia;Iraq;Balears, Illes;Pernoctaciones;2020M11;.
Total;Asia;Iraq;Balears, Illes;Pernoctaciones;2020M10;.
Total;Asia;Iraq;Balears, Illes;Pernoctaciones;2020M09;.
Total;Asia;Iraq;Balears, Illes;Pernoctaciones;2020M08;.
Total;Asia;Iraq;Balears, Illes;Pernoctaciones;2020M07;.
Total;Asia;Iraq;Balears, Illes;Pernoctaciones;2020M06;""
Total;Asia;Iraq;Balears, Illes;Pernoctaciones;2020M05;""
Total;Asia;Iraq;Balears, Illes;Pernoctaciones;2020M04;""
Total;Asia;Iraq;Balears, Illes;Pernoctaciones;2020M03;""
Total;Asia;Iraq;Balears, Illes;Pernoctaciones;2020M02;.
Total;Asia;Iraq;Balears, Illes;Pernoctaciones;2020M01;.
Total;Asia;Iraq;Balears, Illes;Duración media de los viajes;2020M12;""
Total;Asia;Iraq;Balears, Illes;Duración media de los viajes;2020M11;.
Total;Asia;Iraq;Balears, Illes;Duración media de los viajes;2020M10;.
Total;Asia;Iraq;Balears, Illes;Duración media de los viajes;2020M09;.
Total;Asia;Iraq;Balears, Illes;Duración media de los viajes;2020M08;.
Total;Asia;Iraq;Balears, Illes;Duración media de los viajes;2020M07;.
Total;Asia;Iraq;Balears, Illes;Duración media de los viajes;2020M06;""
Total;Asia;Iraq;Balears, Illes;Duración media de los viajes;2020M05;""
Total;Asia;Iraq;Balears, Illes;Duración media de los viajes;2020M04;""
Total;Asia;Iraq;Balears, Illes;Duración media de los viajes;2020M03;""
Total;Asia;Iraq;Balears, Illes;Duración media de los viajes;2020M02;.
Total;Asia;Iraq;Balears, Illes;Duración media de los viajes;2020M01;.
Total;Asia;Iraq;Canarias;Turistas;2020M12;.
Total;Asia;Iraq;Canarias;Turistas;2020M11;.
Total;Asia;Iraq;Canarias;Turistas;2020M10;.
Total;Asia;Iraq;Canarias;Turistas;2020M09;""
Total;Asia;Iraq;Canarias;Turistas;2020M08;.
Total;Asia;Iraq;Canarias;Turistas;2020M07;.
Total;Asia;Iraq;Canarias;Turistas;2020M06;.
Total;Asia;Iraq;Canarias;Turistas;2020M05;.
Total;Asia;Iraq;Canarias;Turistas;2020M04;.
Total;Asia;Iraq;Canarias;Turistas;2020M03;.
Total;Asia;Iraq;Canarias;Turistas;2020M02;.
Total;Asia;Iraq;Canarias;Turistas;2020M01;.
Total;Asia;Iraq;Canarias;Pernoctaciones;2020M12;.
Total;Asia;Iraq;Canarias;Pernoctaciones;2020M11;.
Total;Asia;Iraq;Canarias;Pernoctaciones;2020M10;.
Total;Asia;Iraq;Canarias;Pernoctaciones;2020M09;""
Total;Asia;Iraq;Canarias;Pernoctaciones;2020M08;.
Total;Asia;Iraq;Canarias;Pernoctaciones;2020M07;.
Total;Asia;Iraq;Canarias;Pernoctaciones;2020M06;.
Total;Asia;Iraq;Canarias;Pernoctaciones;2020M05;.
Total;Asia;Iraq;Canarias;Pernoctaciones;2020M04;.
Total;Asia;Iraq;Canarias;Pernoctaciones;2020M03;.
Total;Asia;Iraq;Canarias;Pernoctaciones;2020M02;.
Total;Asia;Iraq;Canarias;Pernoctaciones;2020M01;.
Total;Asia;Iraq;Canarias;Duración media de los viajes;2020M12;.
Total;Asia;Iraq;Canarias;Duración media de los viajes;2020M11;.
Total;Asia;Iraq;Canarias;Duración media de los viajes;2020M10;.
Total;Asia;Iraq;Canarias;Duración media de los viajes;2020M09;""
Total;Asia;Iraq;Canarias;Duración media de los viajes;2020M08;.
Total;Asia;Iraq;Canarias;Duración media de los viajes;2020M07;.
Total;Asia;Iraq;Canarias;Duración media de los viajes;2020M06;.
Total;Asia;Iraq;Canarias;Duración media de los viajes;2020M05;.
Total;Asia;Iraq;Canarias;Duración media de los viajes;2020M04;.
Total;Asia;Iraq;Canarias;Duración media de los viajes;2020M03;.
Total;Asia;Iraq;Canarias;Duración media de los viajes;2020M02;.
Total;Asia;Iraq;Canarias;Duración media de los viajes;2020M01;.
Total;Asia;Islas Marshall;Balears, Illes;Turistas;2020M12;""
Total;Asia;Islas Marshall;Balears, Illes;Turistas;2020M11;""
Total;Asia;Islas Marshall;Balears, Illes;Turistas;2020M10;""
Total;Asia;Islas Marshall;Balears, Illes;Turistas;2020M09;""
Total;Asia;Islas Marshall;Balears, Illes;Turistas;2020M08;""
Total;Asia;Islas Marshall;Balears, Illes;Turistas;2020M07;""
Total;Asia;Islas Marshall;Balears, Illes;Turistas;2020M06;""
Total;Asia;Islas Marshall;Balears, Illes;Turistas;2020M05;""
Total;Asia;Islas Marshall;Balears, Illes;Turistas;2020M04;""
Total;Asia;Islas Marshall;Balears, Illes;Turistas;2020M03;""
Total;Asia;Islas Marshall;Balears, Illes;Turistas;2020M02;""
Total;Asia;Islas Marshall;Balears, Illes;Turistas;2020M01;""
Total;Asia;Islas Marshall;Balears, Illes;Pernoctaciones;2020M12;""
Total;Asia;Islas Marshall;Balears, Illes;Pernoctaciones;2020M11;""
Total;Asia;Islas Marshall;Balears, Illes;Pernoctaciones;2020M10;""
Total;Asia;Islas Marshall;Balears, Illes;Pernoctaciones;2020M09;""
Total;Asia;Islas Marshall;Balears, Illes;Pernoctaciones;2020M08;""
Total;Asia;Islas Marshall;Balears, Illes;Pernoctaciones;2020M07;""
Total;Asia;Islas Marshall;Balears, Illes;Pernoctaciones;2020M06;""
Total;Asia;Islas Marshall;Balears, Illes;Pernoctaciones;2020M05;""
Total;Asia;Islas Marshall;Balears, Illes;Pernoctaciones;2020M04;""
Total;Asia;Islas Marshall;Balears, Illes;Pernoctaciones;2020M03;""
Total;Asia;Islas Marshall;Balears, Illes;Pernoctaciones;2020M02;""
Total;Asia;Islas Marshall;Balears, Illes;Pernoctaciones;2020M01;""
Total;Asia;Islas Marshall;Balears, Illes;Duración media de los viajes;2020M12;""
Total;Asia;Islas Marshall;Balears, Illes;Duración media de los viajes;2020M11;""
Total;Asia;Islas Marshall;Balears, Illes;Duración media de los viajes;2020M10;""
Total;Asia;Islas Marshall;Balears, Illes;Duración media de los viajes;2020M09;""
Total;Asia;Islas Marshall;Balears, Illes;Duración media de los viajes;2020M08;""
Total;Asia;Islas Marshall;Balears, Illes;Duración media de los viajes;2020M07;""
Total;Asia;Islas Marshall;Balears, Illes;Duración media de los viajes;2020M06;""
Total;Asia;Islas Marshall;Balears, Illes;Duración media de los viajes;2020M05;""
Total;Asia;Islas Marshall;Balears, Illes;Duración media de los viajes;2020M04;""
Total;Asia;Islas Marshall;Balears, Illes;Duración media de los viajes;2020M03;""
Total;Asia;Islas Marshall;Balears, Illes;Duración media de los viajes;2020M02;""
Total;Asia;Islas Marshall;Balears, Illes;Duración media de los viajes;2020M01;""
Total;Asia;Islas Marshall;Canarias;Turistas;2020M12;""
Total;Asia;Islas Marshall;Canarias;Turistas;2020M11;""
Total;Asia;Islas Marshall;Canarias;Turistas;2020M10;""
Total;Asia;Islas Marshall;Canarias;Turistas;2020M09;""
Total;Asia;Islas Marshall;Canarias;Turistas;2020M08;""
Total;Asia;Islas Marshall;Canarias;Turistas;2020M07;""
Total;Asia;Islas Marshall;Canarias;Turistas;2020M06;""
Total;Asia;Islas Marshall;Canarias;Turistas;2020M05;""
Total;Asia;Islas Marshall;Canarias;Turistas;2020M04;""
Total;Asia;Islas Marshall;Canarias;Turistas;2020M03;""
Total;Asia;Islas Marshall;Canarias;Turistas;2020M02;""
Total;Asia;Islas Marshall;Canarias;Turistas;2020M01;""
Total;Asia;Islas Marshall;Canarias;Pernoctaciones;2020M12;""
Total;Asia;Islas Marshall;Canarias;Pernoctaciones;2020M11;""
Total;Asia;Islas Marshall;Canarias;Pernoctaciones;2020M10;""
Total;Asia;Islas Marshall;Canarias;Pernoctaciones;2020M09;""
Total;Asia;Islas Marshall;Canarias;Pernoctaciones;2020M08;""
Total;Asia;Islas Marshall;Canarias;Pernoctaciones;2020M07;""
Total;Asia;Islas Marshall;Canarias;Pernoctaciones;2020M06;""
Total;Asia;Islas Marshall;Canarias;Pernoctaciones;2020M05;""
Total;Asia;Islas Marshall;Canarias;Pernoctaciones;2020M04;""
Total;Asia;Islas Marshall;Canarias;Pernoctaciones;2020M03;""
Total;Asia;Islas Marshall;Canarias;Pernoctaciones;2020M02;""
Total;Asia;Islas Marshall;Canarias;Pernoctaciones;2020M01;""
Total;Asia;Islas Marshall;Canarias;Duración media de los viajes;2020M12;""
Total;Asia;Islas Marshall;Canarias;Duración media de los viajes;2020M11;""
Total;Asia;Islas Marshall;Canarias;Duración media de los viajes;2020M10;""
Total;Asia;Islas Marshall;Canarias;Duración media de los viajes;2020M09;""
Total;Asia;Islas Marshall;Canarias;Duración media de los viajes;2020M08;""
Total;Asia;Islas Marshall;Canarias;Duración media de los viajes;2020M07;""
Total;Asia;Islas Marshall;Canarias;Duración media de los viajes;2020M06;""
Total;Asia;Islas Marshall;Canarias;Duración media de los viajes;2020M05;""
Total;Asia;Islas Marshall;Canarias;Duración media de los viajes;2020M04;""
Total;Asia;Islas Marshall;Canarias;Duración media de los viajes;2020M03;""
Total;Asia;Islas Marshall;Canarias;Duración media de los viajes;2020M02;""
Total;Asia;Islas Marshall;Canarias;Duración media de los viajes;2020M01;""
Total;Asia;Israel;Balears, Illes;Turistas;2020M12;.
Total;Asia;Israel;Balears, Illes;Turistas;2020M11;.
Total;Asia;Israel;Balears, Illes;Turistas;2020M10;.
Total;Asia;Israel;Balears, Illes;Turistas;2020M09;32
Total;Asia;Israel;Balears, Illes;Turistas;2020M08;58
