Comunidades y Ciudades Autónomas de destino;País de residencia;Periodo;Total
Murcia, Región de;Suiza;2019T2;3.200.905,04
Murcia, Región de;Suiza;2019T1;2.679.933,4
Murcia, Región de;Suiza;2018T4;3.009.630,76
Murcia, Región de;Suiza;2018T3;5.064.803,73
Murcia, Región de;Suiza;2018T2;3.724.738,99
Murcia, Región de;Suiza;2018T1;2.689.662,57
Murcia, Región de;Otros Países Europeos;2023T2;8.156.056,96
Murcia, Región de;Otros Países Europeos;2023T1;4.654.764,05
Murcia, Región de;Otros Países Europeos;2022T4;5.306.468,13
Murcia, Región de;Otros Países Europeos;2022T3;7.938.530,68
Murcia, Región de;Otros Países Europeos;2022T2;6.707.254,63
Murcia, Región de;Otros Países Europeos;2022T1;4.101.136,52
Murcia, Región de;Otros Países Europeos;2021T4;5.375.659,1
Murcia, Región de;Otros Países Europeos;2021T3;4.914.890,02
Murcia, Región de;Otros Países Europeos;2021T2;1.898.664,26
Murcia, Región de;Otros Países Europeos;2021T1;488.940,15
Murcia, Región de;Otros Países Europeos;2020T4;901.561,54
Murcia, Región de;Otros Países Europeos;2020T3;1.531.991,77
Murcia, Región de;Otros Países Europeos;2020T2;.
Murcia, Región de;Otros Países Europeos;2020T1;2.666.666,74
Murcia, Región de;Otros Países Europeos;2019T4;3.126.636,53
Murcia, Región de;Otros Países Europeos;2019T3;6.380.275,46
Murcia, Región de;Otros Países Europeos;2019T2;4.900.122,48
Murcia, Región de;Otros Países Europeos;2019T1;2.920.431,62
Murcia, Región de;Otros Países Europeos;2018T4;3.799.594,53
Murcia, Región de;Otros Países Europeos;2018T3;6.350.045,92
Murcia, Región de;Otros Países Europeos;2018T2;5.555.892,11
Murcia, Región de;Otros Países Europeos;2018T1;2.998.828,79
Murcia, Región de;Argentina;2023T2;583.147,88
Murcia, Región de;Argentina;2023T1;279.703,08
Murcia, Región de;Argentina;2022T4;349.688
Murcia, Región de;Argentina;2022T3;877.834,24
Murcia, Región de;Argentina;2022T2;588.835,3
Murcia, Región de;Argentina;2022T1;276.273,29
Murcia, Región de;Argentina;2021T4;292.912,3
Murcia, Región de;Argentina;2021T3;170.137,26
Murcia, Región de;Argentina;2021T2;66.227,72
Murcia, Región de;Argentina;2021T1;19.550,29
Murcia, Región de;Argentina;2020T4;66.251,39
Murcia, Región de;Argentina;2020T3;114.964,92
Murcia, Región de;Argentina;2020T2;.
Murcia, Región de;Argentina;2020T1;166.413,37
Murcia, Región de;Argentina;2019T4;327.172,05
Murcia, Región de;Argentina;2019T3;869.623,32
Murcia, Región de;Argentina;2019T2;613.200
Murcia, Región de;Argentina;2019T1;443.431,64
Murcia, Región de;Argentina;2018T4;441.262,42
Murcia, Región de;Argentina;2018T3;980.069,84
Murcia, Región de;Argentina;2018T2;1.156.101,61
Murcia, Región de;Argentina;2018T1;593.091,24
Murcia, Región de;Brasil;2023T2;451.573,82
Murcia, Región de;Brasil;2023T1;196.041,05
Murcia, Región de;Brasil;2022T4;258.303,87
Murcia, Región de;Brasil;2022T3;327.730,09
Murcia, Región de;Brasil;2022T2;279.394,68
Murcia, Región de;Brasil;2022T1;144.521,13
Murcia, Región de;Brasil;2021T4;126.642,11
Murcia, Región de;Brasil;2021T3;96.726,4
Murcia, Región de;Brasil;2021T2;61.522,46
Murcia, Región de;Brasil;2021T1;16.407,63
Murcia, Región de;Brasil;2020T4;32.547,5
Murcia, Región de;Brasil;2020T3;72.597,85
Murcia, Región de;Brasil;2020T2;.
Murcia, Región de;Brasil;2020T1;188.760,85
Murcia, Región de;Brasil;2019T4;252.269,58
Murcia, Región de;Brasil;2019T3;487.773,25
Murcia, Región de;Brasil;2019T2;393.590,93
Murcia, Región de;Brasil;2019T1;266.298,23
Murcia, Región de;Brasil;2018T4;403.557,13
Murcia, Región de;Brasil;2018T3;452.723,82
Murcia, Región de;Brasil;2018T2;560.147,13
Murcia, Región de;Brasil;2018T1;403.261,34
Murcia, Región de;Canadá;2023T2;685.310,96
Murcia, Región de;Canadá;2023T1;457.636,59
Murcia, Región de;Canadá;2022T4;433.114,15
Murcia, Región de;Canadá;2022T3;769.212,47
Murcia, Región de;Canadá;2022T2;585.673,88
Murcia, Región de;Canadá;2022T1;239.238,32
Murcia, Región de;Canadá;2021T4;290.023,37
Murcia, Región de;Canadá;2021T3;209.725,21
Murcia, Región de;Canadá;2021T2;85.941,27
Murcia, Región de;Canadá;2021T1;19.242,43
Murcia, Región de;Canadá;2020T4;56.578,75
Murcia, Región de;Canadá;2020T3;85.103,77
Murcia, Región de;Canadá;2020T2;.
Murcia, Región de;Canadá;2020T1;304.510,14
Murcia, Región de;Canadá;2019T4;430.599,76
Murcia, Región de;Canadá;2019T3;787.863,57
Murcia, Región de;Canadá;2019T2;496.025,2
Murcia, Región de;Canadá;2019T1;359.957,2
Murcia, Región de;Canadá;2018T4;490.705,04
Murcia, Región de;Canadá;2018T3;852.475,02
Murcia, Región de;Canadá;2018T2;692.839,39
Murcia, Región de;Canadá;2018T1;271.197,87
Murcia, Región de;Chile;2023T2;567.408,56
Murcia, Región de;Chile;2023T1;348.541,87
Murcia, Región de;Chile;2022T4;343.351,86
Murcia, Región de;Chile;2022T3;575.727,32
Murcia, Región de;Chile;2022T2;482.885,2
Murcia, Región de;Chile;2022T1;266.867,96
Murcia, Región de;Chile;2021T4;307.842,72
Murcia, Región de;Chile;2021T3;334.580,86
Murcia, Región de;Chile;2021T2;90.142,89
Murcia, Región de;Chile;2021T1;22.341,57
Murcia, Región de;Chile;2020T4;43.442,83
Murcia, Región de;Chile;2020T3;79.709,23
Murcia, Región de;Chile;2020T2;.
Murcia, Región de;Chile;2020T1;177.738,01
Murcia, Región de;Chile;2019T4;188.806,01
Murcia, Región de;Chile;2019T3;501.755,79
Murcia, Región de;Chile;2019T2;273.756,47
Murcia, Región de;Chile;2019T1;192.809,13
Murcia, Región de;Chile;2018T4;216.219,22
Murcia, Región de;Chile;2018T3;398.999,25
Murcia, Región de;Chile;2018T2;277.975,76
Murcia, Región de;Chile;2018T1;126.334,77
Murcia, Región de;Colombia;2023T2;1.132.530,58
Murcia, Región de;Colombia;2023T1;603.726,79
Murcia, Región de;Colombia;2022T4;759.753,12
Murcia, Región de;Colombia;2022T3;1.005.390,63
Murcia, Región de;Colombia;2022T2;753.979,81
Murcia, Región de;Colombia;2022T1;374.366,29
Murcia, Región de;Colombia;2021T4;396.332,18
Murcia, Región de;Colombia;2021T3;255.478,48
Murcia, Región de;Colombia;2021T2;101.198,44
Murcia, Región de;Colombia;2021T1;27.492,78
Murcia, Región de;Colombia;2020T4;77.012,29
Murcia, Región de;Colombia;2020T3;155.416,42
Murcia, Región de;Colombia;2020T2;.
Murcia, Región de;Colombia;2020T1;228.907,67
Murcia, Región de;Colombia;2019T4;274.395,78
Murcia, Región de;Colombia;2019T3;473.450,49
Murcia, Región de;Colombia;2019T2;329.445,98
Murcia, Región de;Colombia;2019T1;187.850,98
Murcia, Región de;Colombia;2018T4;331.385,5
Murcia, Región de;Colombia;2018T3;437.585,01
Murcia, Región de;Colombia;2018T2;466.940,61
Murcia, Región de;Colombia;2018T1;240.853,9
Murcia, Región de;Estados Unidos de América;2023T2;7.530.996,19
Murcia, Región de;Estados Unidos de América;2023T1;3.290.464,43
Murcia, Región de;Estados Unidos de América;2022T4;4.685.108,29
Murcia, Región de;Estados Unidos de América;2022T3;7.761.994,84
Murcia, Región de;Estados Unidos de América;2022T2;5.196.104,08
Murcia, Región de;Estados Unidos de América;2022T1;2.311.586,64
Murcia, Región de;Estados Unidos de América;2021T4;3.392.308,55
Murcia, Región de;Estados Unidos de América;2021T3;3.302.593,06
Murcia, Región de;Estados Unidos de América;2021T2;1.102.103,25
Murcia, Región de;Estados Unidos de América;2021T1;337.503,29
Murcia, Región de;Estados Unidos de América;2020T4;807.678,73
Murcia, Región de;Estados Unidos de América;2020T3;1.698.935,4
Murcia, Región de;Estados Unidos de América;2020T2;.
Murcia, Región de;Estados Unidos de América;2020T1;2.505.632,1
Murcia, Región de;Estados Unidos de América;2019T4;3.711.908,65
Murcia, Región de;Estados Unidos de América;2019T3;8.163.519,91
Murcia, Región de;Estados Unidos de América;2019T2;5.830.739,87
Murcia, Región de;Estados Unidos de América;2019T1;3.271.466,42
Murcia, Región de;Estados Unidos de América;2018T4;5.139.413,5
Murcia, Región de;Estados Unidos de América;2018T3;8.517.582,41
Murcia, Región de;Estados Unidos de América;2018T2;6.968.845,99
Murcia, Región de;Estados Unidos de América;2018T1;3.681.115,97
Murcia, Región de;México;2023T2;1.478.449,32
Murcia, Región de;México;2023T1;787.678,17
Murcia, Región de;México;2022T4;962.903,99
Murcia, Región de;México;2022T3;1.040.645,77
Murcia, Región de;México;2022T2;809.892,52
Murcia, Región de;México;2022T1;488.526,7
Murcia, Región de;México;2021T4;609.360,57
Murcia, Región de;México;2021T3;424.961,42
Murcia, Región de;México;2021T2;169.431,2
Murcia, Región de;México;2021T1;58.009,35
Murcia, Región de;México;2020T4;123.261,74
Murcia, Región de;México;2020T3;207.804,53
Murcia, Región de;México;2020T2;.
Murcia, Región de;México;2020T1;608.550,2
Murcia, Región de;México;2019T4;686.300,3
Murcia, Región de;México;2019T3;1.126.719,81
Murcia, Región de;México;2019T2;924.832,55
Murcia, Región de;México;2019T1;658.740,28
Murcia, Región de;México;2018T4;966.595,16
Murcia, Región de;México;2018T3;1.334.259,83
Murcia, Región de;México;2018T2;1.000.634,36
Murcia, Región de;México;2018T1;601.899,63
Murcia, Región de;Resto de América;2023T2;3.515.022,2
Murcia, Región de;Resto de América;2023T1;2.263.789,14
Murcia, Región de;Resto de América;2022T4;2.798.405,44
Murcia, Región de;Resto de América;2022T3;3.793.803,02
Murcia, Región de;Resto de América;2022T2;2.638.736,32
Murcia, Región de;Resto de América;2022T1;1.589.045,03
Murcia, Región de;Resto de América;2021T4;2.037.507,35
Murcia, Región de;Resto de América;2021T3;1.638.218,07
Murcia, Región de;Resto de América;2021T2;695.379,62
Murcia, Región de;Resto de América;2021T1;230.748,26
Murcia, Región de;Resto de América;2020T4;548.816,79
Murcia, Región de;Resto de América;2020T3;1.028.032,6
Murcia, Región de;Resto de América;2020T2;.
Murcia, Región de;Resto de América;2020T1;1.702.254,79
Murcia, Región de;Resto de América;2019T4;2.018.665,97
Murcia, Región de;Resto de América;2019T3;3.420.685,79
Murcia, Región de;Resto de América;2019T2;2.402.873,85
Murcia, Región de;Resto de América;2019T1;1.821.691,13
Murcia, Región de;Resto de América;2018T4;2.218.841,95
Murcia, Región de;Resto de América;2018T3;2.972.942,86
Murcia, Región de;Resto de América;2018T2;2.396.506,4
Murcia, Región de;Resto de América;2018T1;1.649.317,94
Murcia, Región de;Australia;2023T2;613.815,2
Murcia, Región de;Australia;2023T1;176.330,98
Murcia, Región de;Australia;2022T4;275.469
Murcia, Región de;Australia;2022T3;578.770,39
Murcia, Región de;Australia;2022T2;342.406,02
Murcia, Región de;Australia;2022T1;85.144,49
Murcia, Región de;Australia;2021T4;112.489,4
Murcia, Región de;Australia;2021T3;76.246,45
Murcia, Región de;Australia;2021T2;52.042,93
Murcia, Región de;Australia;2021T1;13.089,06
Murcia, Región de;Australia;2020T4;21.281,31
Murcia, Región de;Australia;2020T3;42.521,94
Murcia, Región de;Australia;2020T2;.
Murcia, Región de;Australia;2020T1;149.022,75
Murcia, Región de;Australia;2019T4;240.713,82
Murcia, Región de;Australia;2019T3;752.536,31
Murcia, Región de;Australia;2019T2;515.297,71
Murcia, Región de;Australia;2019T1;203.915,03
Murcia, Región de;Australia;2018T4;310.333,85
Murcia, Región de;Australia;2018T3;782.419,72
Murcia, Región de;Australia;2018T2;610.740,23
Murcia, Región de;Australia;2018T1;177.891,88
Murcia, Región de;China;2023T2;458.208,08
Murcia, Región de;China;2023T1;353.623,94
Murcia, Región de;China;2022T4;387.971,12
Murcia, Región de;China;2022T3;518.993,34
Murcia, Región de;China;2022T2;311.828,7
Murcia, Región de;China;2022T1;248.375,22
Murcia, Región de;China;2021T4;220.717,93
Murcia, Región de;China;2021T3;201.516,62
Murcia, Región de;China;2021T2;46.995,72
Murcia, Región de;China;2021T1;22.646,42
Murcia, Región de;China;2020T4;63.891,61
Murcia, Región de;China;2020T3;111.388,51
Murcia, Región de;China;2020T2;.
Murcia, Región de;China;2020T1;636.818,43
Murcia, Región de;China;2019T4;660.382,66
Murcia, Región de;China;2019T3;1.177.570,71
Murcia, Región de;China;2019T2;1.083.516,57
Murcia, Región de;China;2019T1;1.139.331,74
Murcia, Región de;China;2018T4;950.491,38
Murcia, Región de;China;2018T3;875.201,91
Murcia, Región de;China;2018T2;1.108.881,23
Murcia, Región de;China;2018T1;765.339,08
Murcia, Región de;Corea;2023T2;119.061,46
Murcia, Región de;Corea;2023T1;68.051,7
Murcia, Región de;Corea;2022T4;.
Murcia, Región de;Corea;2022T3;.
Murcia, Región de;Corea;2022T2;.
Murcia, Región de;Corea;2022T1;27.887,02
Murcia, Región de;Corea;2021T4;57.183,83
Murcia, Región de;Corea;2021T3;23.705,9
Murcia, Región de;Corea;2021T2;10.717,13
Murcia, Región de;Corea;2021T1;7.808,78
Murcia, Región de;Corea;2020T4;7.094,17
Murcia, Región de;Corea;2020T3;20.345,79
Murcia, Región de;Corea;2020T2;.
Murcia, Región de;Corea;2020T1;51.866,52
Murcia, Región de;Corea;2019T4;45.572,4
Murcia, Región de;Corea;2019T3;93.198,07
Murcia, Región de;Corea;2019T2;105.767,36
Murcia, Región de;Corea;2019T1;84.235,9
Murcia, Región de;Corea;2018T4;125.840,12
Murcia, Región de;Corea;2018T3;118.607,9
Murcia, Región de;Corea;2018T2;104.013,54
Murcia, Región de;Corea;2018T1;400.705,35
Murcia, Región de;Emiratos Árabes Unidos;2023T2;430.797,74
Murcia, Región de;Emiratos Árabes Unidos;2023T1;176.029,62
Murcia, Región de;Emiratos Árabes Unidos;2022T4;324.190,12
Murcia, Región de;Emiratos Árabes Unidos;2022T3;626.792,57
Murcia, Región de;Emiratos Árabes Unidos;2022T2;292.284,44
Murcia, Región de;Emiratos Árabes Unidos;2022T1;135.235,39
Murcia, Región de;Emiratos Árabes Unidos;2021T4;244.612,08
Murcia, Región de;Emiratos Árabes Unidos;2021T3;404.708,83
Murcia, Región de;Emiratos Árabes Unidos;2021T2;93.734,95
Murcia, Región de;Emiratos Árabes Unidos;2021T1;29.844,05
Murcia, Región de;Emiratos Árabes Unidos;2020T4;51.784,97
Murcia, Región de;Emiratos Árabes Unidos;2020T3;134.511,59
Murcia, Región de;Emiratos Árabes Unidos;2020T2;.
Murcia, Región de;Emiratos Árabes Unidos;2020T1;123.791,68
Murcia, Región de;Emiratos Árabes Unidos;2019T4;174.168,41
Murcia, Región de;Emiratos Árabes Unidos;2019T3;591.811,99
Murcia, Región de;Emiratos Árabes Unidos;2019T2;315.619,72
Murcia, Región de;Emiratos Árabes Unidos;2019T1;209.561,95
Murcia, Región de;Emiratos Árabes Unidos;2018T4;242.023,65
Murcia, Región de;Emiratos Árabes Unidos;2018T3;764.252,14
Murcia, Región de;Emiratos Árabes Unidos;2018T2;335.494,95
Murcia, Región de;Emiratos Árabes Unidos;2018T1;135.121,23
Murcia, Región de;Japón;2023T2;.
Murcia, Región de;Japón;2023T1;.
Murcia, Región de;Japón;2022T4;100.064,06
Murcia, Región de;Japón;2022T3;107.265,51
Murcia, Región de;Japón;2022T2;72.564,03
Murcia, Región de;Japón;2022T1;50.111,62
Murcia, Región de;Japón;2021T4;64.768,03
Murcia, Región de;Japón;2021T3;49.731,96
Murcia, Región de;Japón;2021T2;28.720,9
Murcia, Región de;Japón;2021T1;4.968,93
Murcia, Región de;Japón;2020T4;27.141,64
Murcia, Región de;Japón;2020T3;15.563,68
Murcia, Región de;Japón;2020T2;.
Murcia, Región de;Japón;2020T1;81.555,14
Murcia, Región de;Japón;2019T4;118.656,13
Murcia, Región de;Japón;2019T3;217.418,47
Murcia, Región de;Japón;2019T2;126.537,24
Murcia, Región de;Japón;2019T1;96.341,29
Murcia, Región de;Japón;2018T4;138.295,17
Murcia, Región de;Japón;2018T3;224.661,38
Murcia, Región de;Japón;2018T2;151.032,77
Murcia, Región de;Japón;2018T1;127.661,83
Murcia, Región de;Turquía;2023T2;341.914,07
Murcia, Región de;Turquía;2023T1;196.366,59
Murcia, Región de;Turquía;2022T4;183.180,11
Murcia, Región de;Turquía;2022T3;205.650,67
Murcia, Región de;Turquía;2022T2;185.355,9
Murcia, Región de;Turquía;2022T1;92.356,01
Murcia, Región de;Turquía;2021T4;103.054,09
Murcia, Región de;Turquía;2021T3;62.943,92
Murcia, Región de;Turquía;2021T2;28.135,01
Murcia, Región de;Turquía;2021T1;7.517,83
Murcia, Región de;Turquía;2020T4;10.099,51
Murcia, Región de;Turquía;2020T3;22.336,42
Murcia, Región de;Turquía;2020T2;.
Murcia, Región de;Turquía;2020T1;132.673,48
Murcia, Región de;Turquía;2019T4;162.755,89
Murcia, Región de;Turquía;2019T3;183.131,73
Murcia, Región de;Turquía;2019T2;152.856,36
Murcia, Región de;Turquía;2019T1;117.740,69
Murcia, Región de;Turquía;2018T4;142.651,68
Murcia, Región de;Turquía;2018T3;112.505,58
Murcia, Región de;Turquía;2018T2;221.556,22
Murcia, Región de;Turquía;2018T1;108.895,34
Murcia, Región de;Resto del mundo;2023T2;3.726.468,82
Murcia, Región de;Resto del mundo;2023T1;2.184.278,8
Murcia, Región de;Resto del mundo;2022T4;2.436.498,28
Murcia, Región de;Resto del mundo;2022T3;3.888.998,96
Murcia, Región de;Resto del mundo;2022T2;2.518.771,07
Murcia, Región de;Resto del mundo;2022T1;1.590.186,39
Murcia, Región de;Resto del mundo;2021T4;1.795.602,28
Murcia, Región de;Resto del mundo;2021T3;1.657.409,61
Murcia, Región de;Resto del mundo;2021T2;730.034,3
Murcia, Región de;Resto del mundo;2021T1;238.081,07
Murcia, Región de;Resto del mundo;2020T4;645.765,97
Murcia, Región de;Resto del mundo;2020T3;1.079.137,35
Murcia, Región de;Resto del mundo;2020T2;.
Murcia, Región de;Resto del mundo;2020T1;1.931.825,77
Murcia, Región de;Resto del mundo;2019T4;2.299.495,18
Murcia, Región de;Resto del mundo;2019T3;4.352.088,19
Murcia, Región de;Resto del mundo;2019T2;2.777.387,6
Murcia, Región de;Resto del mundo;2019T1;1.829.674,5
Murcia, Región de;Resto del mundo;2018T4;2.380.058,54
Murcia, Región de;Resto del mundo;2018T3;4.684.700,8
Murcia, Región de;Resto del mundo;2018T2;3.134.166,8
Murcia, Región de;Resto del mundo;2018T1;1.999.028,98
Navarra, Comunidad Foral de;Total;2023T2;133.319.475,27
Navarra, Comunidad Foral de;Total;2023T1;100.347.960,69
Navarra, Comunidad Foral de;Total;2022T4;102.646.712,62
Navarra, Comunidad Foral de;Total;2022T3;147.910.671,58
Navarra, Comunidad Foral de;Total;2022T2;101.933.462,19
Navarra, Comunidad Foral de;Total;2022T1;73.940.806,11
Navarra, Comunidad Foral de;Total;2021T4;94.478.751,33
Navarra, Comunidad Foral de;Total;2021T3;110.773.750,37
Navarra, Comunidad Foral de;Total;2021T2;46.722.252,64
Navarra, Comunidad Foral de;Total;2021T1;35.164.107,33
Navarra, Comunidad Foral de;Total;2020T4;34.155.242,96
Navarra, Comunidad Foral de;Total;2020T3;102.913.960,5
Navarra, Comunidad Foral de;Total;2020T2;.
Navarra, Comunidad Foral de;Total;2020T1;55.446.167,66
Navarra, Comunidad Foral de;Total;2019T4;84.285.037,36
Navarra, Comunidad Foral de;Total;2019T3;136.501.498,46
Navarra, Comunidad Foral de;Total;2019T2;110.336.340,44
Navarra, Comunidad Foral de;Total;2019T1;60.055.779,2
Navarra, Comunidad Foral de;Total;2018T4;76.277.305,79
Navarra, Comunidad Foral de;Total;2018T3;130.894.603,9
Navarra, Comunidad Foral de;Total;2018T2;122.873.429,13
Navarra, Comunidad Foral de;Total;2018T1;67.795.603,51
Navarra, Comunidad Foral de;Alemania;2023T2;2.951.649,33
Navarra, Comunidad Foral de;Alemania;2023T1;1.675.621,65
Navarra, Comunidad Foral de;Alemania;2022T4;1.942.113,73
Navarra, Comunidad Foral de;Alemania;2022T3;3.483.622,62
Navarra, Comunidad Foral de;Alemania;2022T2;2.435.625,52
Navarra, Comunidad Foral de;Alemania;2022T1;1.000.956,3
Navarra, Comunidad Foral de;Alemania;2021T4;1.759.817,38
Navarra, Comunidad Foral de;Alemania;2021T3;2.588.208,89
Navarra, Comunidad Foral de;Alemania;2021T2;686.332,99
Navarra, Comunidad Foral de;Alemania;2021T1;394.324,3
Navarra, Comunidad Foral de;Alemania;2020T4;370.802,29
Navarra, Comunidad Foral de;Alemania;2020T3;1.496.562,06
Navarra, Comunidad Foral de;Alemania;2020T2;.
Navarra, Comunidad Foral de;Alemania;2020T1;1.045.555,7
Navarra, Comunidad Foral de;Alemania;2019T4;2.030.385
Navarra, Comunidad Foral de;Alemania;2019T3;4.220.296,49
Navarra, Comunidad Foral de;Alemania;2019T2;2.996.208,39
Navarra, Comunidad Foral de;Alemania;2019T1;1.277.729,05
Navarra, Comunidad Foral de;Alemania;2018T4;1.977.112,05
Navarra, Comunidad Foral de;Alemania;2018T3;4.017.910,35
Navarra, Comunidad Foral de;Alemania;2018T2;4.087.148,76
Navarra, Comunidad Foral de;Alemania;2018T1;1.965.530,74
Navarra, Comunidad Foral de;Andorra;2023T2;183.937,6
Navarra, Comunidad Foral de;Andorra;2023T1;139.097,13
Navarra, Comunidad Foral de;Andorra;2022T4;193.004,73
Navarra, Comunidad Foral de;Andorra;2022T3;215.569,4
Navarra, Comunidad Foral de;Andorra;2022T2;182.547,93
Navarra, Comunidad Foral de;Andorra;2022T1;127.267,98
Navarra, Comunidad Foral de;Andorra;2021T4;199.033,32
Navarra, Comunidad Foral de;Andorra;2021T3;212.532,77
Navarra, Comunidad Foral de;Andorra;2021T2;95.203,11
Navarra, Comunidad Foral de;Andorra;2021T1;57.368,92
Navarra, Comunidad Foral de;Andorra;2020T4;50.310,97
Navarra, Comunidad Foral de;Andorra;2020T3;181.472,76
Navarra, Comunidad Foral de;Andorra;2020T2;.
Navarra, Comunidad Foral de;Andorra;2020T1;96.850,57
Navarra, Comunidad Foral de;Andorra;2019T4;185.586,59
Navarra, Comunidad Foral de;Andorra;2019T3;187.382,95
Navarra, Comunidad Foral de;Andorra;2019T2;154.284,63
Navarra, Comunidad Foral de;Andorra;2019T1;107.172,04
Navarra, Comunidad Foral de;Andorra;2018T4;155.611,85
Navarra, Comunidad Foral de;Andorra;2018T3;176.638,63
Navarra, Comunidad Foral de;Andorra;2018T2;210.036,64
Navarra, Comunidad Foral de;Andorra;2018T1;156.806,23
Navarra, Comunidad Foral de;Austria;2023T2;265.639,57
Navarra, Comunidad Foral de;Austria;2023T1;121.552,11
Navarra, Comunidad Foral de;Austria;2022T4;144.782,56
Navarra, Comunidad Foral de;Austria;2022T3;257.619,63
Navarra, Comunidad Foral de;Austria;2022T2;231.049,06
Navarra, Comunidad Foral de;Austria;2022T1;95.427,87
Navarra, Comunidad Foral de;Austria;2021T4;134.379,81
Navarra, Comunidad Foral de;Austria;2021T3;192.233,97
Navarra, Comunidad Foral de;Austria;2021T2;79.952,11
Navarra, Comunidad Foral de;Austria;2021T1;49.090,41
Navarra, Comunidad Foral de;Austria;2020T4;32.424,36
Navarra, Comunidad Foral de;Austria;2020T3;99.802,96
Navarra, Comunidad Foral de;Austria;2020T2;.
Navarra, Comunidad Foral de;Austria;2020T1;81.046,29
Navarra, Comunidad Foral de;Austria;2019T4;122.053,04
Navarra, Comunidad Foral de;Austria;2019T3;344.030,83
Navarra, Comunidad Foral de;Austria;2019T2;346.435,14
Navarra, Comunidad Foral de;Austria;2019T1;67.828,97
Navarra, Comunidad Foral de;Austria;2018T4;104.330,32
Navarra, Comunidad Foral de;Austria;2018T3;315.750,94
Navarra, Comunidad Foral de;Austria;2018T2;322.960,23
Navarra, Comunidad Foral de;Austria;2018T1;127.120,05
Navarra, Comunidad Foral de;Bélgica;2023T2;1.141.874,86
Navarra, Comunidad Foral de;Bélgica;2023T1;579.974,7
Navarra, Comunidad Foral de;Bélgica;2022T4;672.464,82
Navarra, Comunidad Foral de;Bélgica;2022T3;2.433.130,71
Navarra, Comunidad Foral de;Bélgica;2022T2;981.793,03
Navarra, Comunidad Foral de;Bélgica;2022T1;463.674,18
Navarra, Comunidad Foral de;Bélgica;2021T4;769.701,93
Navarra, Comunidad Foral de;Bélgica;2021T3;1.878.973,9
Navarra, Comunidad Foral de;Bélgica;2021T2;302.511,88
Navarra, Comunidad Foral de;Bélgica;2021T1;151.923,57
Navarra, Comunidad Foral de;Bélgica;2020T4;197.551,01
Navarra, Comunidad Foral de;Bélgica;2020T3;1.314.503,37
Navarra, Comunidad Foral de;Bélgica;2020T2;.
Navarra, Comunidad Foral de;Bélgica;2020T1;372.828,23
Navarra, Comunidad Foral de;Bélgica;2019T4;666.646,16
Navarra, Comunidad Foral de;Bélgica;2019T3;2.217.466,12
Navarra, Comunidad Foral de;Bélgica;2019T2;1.018.404,63
Navarra, Comunidad Foral de;Bélgica;2019T1;350.070,46
Navarra, Comunidad Foral de;Bélgica;2018T4;589.321,88
Navarra, Comunidad Foral de;Bélgica;2018T3;1.960.531,69
Navarra, Comunidad Foral de;Bélgica;2018T2;1.078.072,6
Navarra, Comunidad Foral de;Bélgica;2018T1;464.822,27
Navarra, Comunidad Foral de;Dinamarca;2023T2;356.469,09
Navarra, Comunidad Foral de;Dinamarca;2023T1;192.054
Navarra, Comunidad Foral de;Dinamarca;2022T4;237.516,66
Navarra, Comunidad Foral de;Dinamarca;2022T3;521.527,51
Navarra, Comunidad Foral de;Dinamarca;2022T2;327.505,48
Navarra, Comunidad Foral de;Dinamarca;2022T1;126.220,89
Navarra, Comunidad Foral de;Dinamarca;2021T4;237.448,64
Navarra, Comunidad Foral de;Dinamarca;2021T3;253.210,78
Navarra, Comunidad Foral de;Dinamarca;2021T2;66.207,67
Navarra, Comunidad Foral de;Dinamarca;2021T1;35.895,37
Navarra, Comunidad Foral de;Dinamarca;2020T4;24.379,93
Navarra, Comunidad Foral de;Dinamarca;2020T3;105.594,72
Navarra, Comunidad Foral de;Dinamarca;2020T2;.
Navarra, Comunidad Foral de;Dinamarca;2020T1;177.744,81
Navarra, Comunidad Foral de;Dinamarca;2019T4;246.795,17
Navarra, Comunidad Foral de;Dinamarca;2019T3;531.398,2
Navarra, Comunidad Foral de;Dinamarca;2019T2;364.961,57
Navarra, Comunidad Foral de;Dinamarca;2019T1;157.655,26
Navarra, Comunidad Foral de;Dinamarca;2018T4;179.618,9
Navarra, Comunidad Foral de;Dinamarca;2018T3;429.667,25
Navarra, Comunidad Foral de;Dinamarca;2018T2;429.242,81
Navarra, Comunidad Foral de;Dinamarca;2018T1;165.440,87
Navarra, Comunidad Foral de;Finlandia;2023T2;131.524,51
Navarra, Comunidad Foral de;Finlandia;2023T1;96.673,17
Navarra, Comunidad Foral de;Finlandia;2022T4;140.576,09
Navarra, Comunidad Foral de;Finlandia;2022T3;105.625,56
Navarra, Comunidad Foral de;Finlandia;2022T2;160.037,73
Navarra, Comunidad Foral de;Finlandia;2022T1;54.340,92
Navarra, Comunidad Foral de;Finlandia;2021T4;79.659,01
Navarra, Comunidad Foral de;Finlandia;2021T3;49.326,97
Navarra, Comunidad Foral de;Finlandia;2021T2;17.494,44
Navarra, Comunidad Foral de;Finlandia;2021T1;14.216,39
Navarra, Comunidad Foral de;Finlandia;2020T4;17.938,64
Navarra, Comunidad Foral de;Finlandia;2020T3;31.068,51
Navarra, Comunidad Foral de;Finlandia;2020T2;.
Navarra, Comunidad Foral de;Finlandia;2020T1;66.118,88
Navarra, Comunidad Foral de;Finlandia;2019T4;106.172,72
